0, 4, 6, 240, 40*6
5, 8, 2, 170, 85*2
4, 8, 5, 420, 84*5
0, 7, 5, 14, 70/5
5, 6, 8, 520, 65*8
6, 3, 6, 216, 36*6
4, 1, 5, 70, 14*5
9, 2, 7, 203, 29*7
8, 8, 5, 440, 88*5
4, 8, 3, 28, 84/3
0, 5, 8, 400, 50*8
2, 8, 5, 410, 82*5
9, 5, 4, 236, 59*4
5, 2, 5, 125, 25*5
7, 9, 4, 388, 97*4
2, 1, 6, 2, 12/6
8, 5, 4, 232, 58*4
3, 4, 9, 387, 43*9
4, 7, 4, 296, 74*4
3, 7, 5, 365, 73*5
8, 9, 9, 882, 98*9
7, 3, 3, 111, 37*3
6, 4, 5, 230, 46*5
3, 3, 4, 132, 33*4
3, 4, 5, 215, 43*5
5, 9, 4, 380, 95*4
2, 4, 5, 210, 42*5
3, 9, 2, 186, 93*2
7, 2, 6, 162, 27*6
3, 5, 6, 318, 53*6
2, 8, 2, 164, 82*2
5, 5, 9, 495, 55*9
0, 8, 9, 720, 80*9
4, 8, 7, 588, 84*7
9, 2, 8, 232, 29*8
8, 7, 3, 234, 78*3
2, 7, 9, 8, 72/9
9, 9, 9, 11, 99/9
4, 3, 8, 272, 34*8
5, 4, 3, 135, 45*3
4, 2, 1, 24, 24*1
1, 9, 8, 728, 91*8
1, 5, 8, 408, 51*8
3, 1, 2, 26, 13*2
6, 8, 9, 774, 86*9
9, 2, 4, 116, 29*4
4, 8, 2, 42, 84/2
0, 9, 9, 10, 90/9
4, 5, 6, 9, 54/6
4, 3, 5, 170, 34*5
7, 3, 1, 37, 37*1
5, 4, 6, 270, 45*6
3, 8, 4, 332, 83*4
7, 2, 7, 189, 27*7
0, 6, 6, 360, 60*6
9, 5, 2, 118, 59*2
0, 4, 5, 200, 40*5
4, 2, 5, 120, 24*5
0, 2, 5, 100, 20*5
8, 8, 3, 264, 88*3
7, 1, 5, 85, 17*5
3, 4, 5, 215, 43*5
6, 3, 3, 12, 36/3
6, 9, 8, 768, 96*8
7, 9, 8, 776, 97*8
7, 2, 7, 189, 27*7
4, 1, 2, 7, 14/2
5, 3, 6, 210, 35*6
4, 5, 3, 162, 54*3
7, 1, 5, 85, 17*5
1, 3, 3, 93, 31*3
4, 9, 6, 564, 94*6
0, 6, 6, 10, 60/6
4, 1, 4, 56, 14*4
3, 5, 2, 106, 53*2
9, 4, 1, 49, 49*1
0, 8, 8, 10, 80/8
4, 7, 1, 74, 74*1
0, 5, 1, 50, 50*1
4, 8, 8, 672, 84*8
6, 1, 2, 8, 16/2
1, 2, 7, 3, 21/7
7, 9, 9, 873, 97*9
6, 5, 2, 112, 56*2
2, 5, 1, 52, 52*1
0, 4, 5, 200, 40*5
2, 8, 9, 738, 82*9
2, 3, 4, 8, 32/4
5, 5, 4, 220, 55*4
4, 1, 2, 7, 14/2
0, 3, 8, 240, 30*8
6, 5, 6, 336, 56*6
9, 5, 3, 177, 59*3
2, 4, 5, 210, 42*5
9, 5, 4, 236, 59*4
2, 4, 3, 14, 42/3
3, 1, 7, 91, 13*7
4, 7, 2, 37, 74/2
4, 6, 2, 32, 64/2
7, 9, 9, 873, 97*9
3, 8, 2, 166, 83*2
2, 4, 6, 7, 42/6
3, 7, 1, 73, 73*1
0, 9, 4, 360, 90*4
6, 9, 2, 48, 96/2
9, 8, 3, 267, 89*3
8, 6, 1, 68, 68*1
7, 1, 6, 102, 17*6
7, 5, 4, 228, 57*4
0, 1, 2, 20, 10*2
3, 4, 4, 172, 43*4
9, 2, 7, 203, 29*7
6, 3, 7, 252, 36*7
8, 2, 7, 196, 28*7
5, 1, 4, 60, 15*4
7, 4, 4, 188, 47*4
7, 6, 1, 67, 67*1
9, 2, 7, 203, 29*7
2, 8, 1, 82, 82*1
0, 2, 2, 40, 20*2
4, 1, 4, 56, 14*4
5, 4, 9, 5, 45/9
2, 5, 3, 156, 52*3
5, 5, 5, 11, 55/5
8, 9, 4, 392, 98*4
4, 1, 9, 126, 14*9
3, 4, 9, 387, 43*9
8, 2, 6, 168, 28*6
1, 2, 2, 42, 21*2
7, 7, 4, 308, 77*4
9, 5, 6, 354, 59*6
8, 4, 7, 336, 48*7
5, 2, 9, 225, 25*9
8, 8, 5, 440, 88*5
4, 8, 2, 42, 84/2
8, 9, 5, 490, 98*5
3, 4, 5, 215, 43*5
0, 7, 4, 280, 70*4
4, 8, 2, 42, 84/2
4, 8, 1, 84, 84*1
8, 5, 2, 29, 58/2
7, 3, 2, 74, 37*2
3, 8, 3, 249, 83*3
5, 4, 9, 5, 45/9
7, 1, 7, 119, 17*7
4, 8, 1, 84, 84*1
6, 1, 8, 128, 16*8
3, 9, 4, 372, 93*4
1, 3, 7, 217, 31*7
2, 2, 6, 132, 22*6
7, 8, 5, 435, 87*5
5, 6, 8, 520, 65*8
7, 7, 3, 231, 77*3
5, 1, 6, 90, 15*6
8, 7, 5, 390, 78*5
4, 2, 1, 24, 24*1
8, 7, 4, 312, 78*4
2, 9, 6, 552, 92*6
4, 5, 9, 486, 54*9
3, 2, 1, 23, 23*1
9, 5, 5, 295, 59*5
6, 8, 2, 43, 86/2
0, 7, 1, 70, 70*1
0, 5, 6, 300, 50*6
2, 3, 5, 160, 32*5
9, 3, 8, 312, 39*8
9, 7, 4, 316, 79*4
0, 6, 1, 60, 60*1
8, 1, 3, 6, 18/3
2, 4, 7, 294, 42*7
2, 1, 4, 3, 12/4
8, 1, 3, 6, 18/3
6, 6, 1, 66, 66*1
2, 6, 9, 558, 62*9
1, 5, 5, 255, 51*5
7, 2, 2, 54, 27*2
8, 6, 5, 340, 68*5
3, 9, 3, 279, 93*3
9, 2, 9, 261, 29*9
7, 8, 6, 522, 87*6
0, 2, 4, 80, 20*4
4, 7, 8, 592, 74*8
4, 1, 2, 28, 14*2
0, 5, 3, 150, 50*3
3, 5, 1, 53, 53*1
3, 6, 6, 378, 63*6
8, 4, 6, 288, 48*6
7, 2, 4, 108, 27*4
8, 7, 2, 39, 78/2
4, 8, 3, 252, 84*3
3, 3, 8, 264, 33*8
8, 3, 9, 342, 38*9
4, 2, 1, 24, 24*1
6, 5, 1, 56, 56*1
3, 8, 7, 581, 83*7
5, 1, 1, 15, 15*1
3, 9, 7, 651, 93*7
4, 9, 6, 564, 94*6
4, 3, 3, 102, 34*3
0, 6, 7, 420, 60*7
8, 7, 5, 390, 78*5
3, 7, 7, 511, 73*7
2, 4, 7, 6, 42/7
4, 2, 6, 144, 24*6
0, 3, 6, 5, 30/6
4, 5, 2, 27, 54/2
7, 2, 8, 216, 27*8
2, 5, 4, 13, 52/4
3, 1, 9, 117, 13*9
6, 2, 2, 52, 26*2
7, 6, 5, 335, 67*5
0, 8, 6, 480, 80*6
3, 6, 7, 441, 63*7
6, 6, 7, 462, 66*7
6, 6, 7, 462, 66*7
3, 8, 4, 332, 83*4
2, 6, 2, 31, 62/2
3, 3, 5, 165, 33*5
3, 5, 4, 212, 53*4
0, 2, 5, 100, 20*5
7, 8, 6, 522, 87*6
0, 5, 5, 10, 50/5
1, 3, 6, 186, 31*6
1, 8, 9, 729, 81*9
6, 2, 3, 78, 26*3
4, 2, 6, 144, 24*6
8, 8, 9, 792, 88*9
7, 2, 1, 27, 27*1
1, 5, 9, 459, 51*9
3, 2, 6, 138, 23*6
7, 9, 3, 291, 97*3
4, 6, 4, 256, 64*4
0, 9, 1, 90, 90*1
2, 9, 3, 276, 92*3
7, 4, 9, 423, 47*9
1, 9, 6, 546, 91*6
9, 7, 9, 711, 79*9
3, 7, 7, 511, 73*7
0, 3, 5, 6, 30/5
7, 7, 4, 308, 77*4
7, 6, 6, 402, 67*6
4, 4, 4, 11, 44/4
0, 8, 8, 640, 80*8
4, 3, 8, 272, 34*8
7, 3, 4, 148, 37*4
2, 6, 7, 434, 62*7
0, 3, 4, 120, 30*4
2, 7, 7, 504, 72*7
4, 6, 8, 512, 64*8
5, 9, 5, 19, 95/5
2, 2, 1, 22, 22*1
4, 7, 5, 370, 74*5
2, 9, 2, 46, 92/2
6, 4, 3, 138, 46*3
3, 8, 1, 83, 83*1
3, 8, 3, 249, 83*3
2, 2, 9, 198, 22*9
8, 1, 3, 6, 18/3
4, 9, 9, 846, 94*9
2, 5, 2, 26, 52/2
3, 4, 4, 172, 43*4
4, 8, 3, 252, 84*3
8, 5, 3, 174, 58*3
0, 4, 8, 5, 40/8
5, 4, 2, 90, 45*2
1, 7, 9, 639, 71*9
8, 7, 6, 13, 78/6
2, 3, 2, 64, 32*2
6, 8, 2, 43, 86/2
1, 4, 7, 287, 41*7
9, 4, 9, 441, 49*9
5, 4, 3, 135, 45*3
1, 2, 2, 42, 21*2
2, 7, 6, 12, 72/6
1, 9, 9, 819, 91*9
2, 9, 9, 828, 92*9
2, 7, 8, 576, 72*8
0, 8, 7, 560, 80*7
5, 9, 5, 19, 95/5
7, 5, 3, 19, 57/3
0, 1, 6, 60, 10*6
8, 7, 7, 546, 78*7
0, 9, 3, 30, 90/3
7, 5, 5, 285, 57*5
8, 4, 8, 6, 48/8
8, 7, 8, 624, 78*8
1, 5, 8, 408, 51*8
0, 6, 6, 360, 60*6
4, 2, 5, 120, 24*5
4, 8, 4, 336, 84*4
7, 9, 3, 291, 97*3
4, 1, 4, 56, 14*4
6, 9, 9, 864, 96*9
1, 1, 2, 22, 11*2
6, 3, 2, 18, 36/2
3, 6, 3, 189, 63*3
0, 7, 9, 630, 70*9
9, 1, 6, 114, 19*6
0, 9, 9, 10, 90/9
6, 5, 4, 224, 56*4
9, 9, 2, 198, 99*2
0, 2, 3, 60, 20*3
7, 6, 6, 402, 67*6
6, 3, 2, 72, 36*2
5, 8, 5, 425, 85*5
6, 7, 2, 38, 76/2
3, 6, 9, 567, 63*9
7, 2, 2, 54, 27*2
1, 4, 2, 82, 41*2
9, 2, 2, 58, 29*2
7, 2, 5, 135, 27*5
7, 6, 9, 603, 67*9
6, 1, 7, 112, 16*7
3, 7, 7, 511, 73*7
5, 1, 7, 105, 15*7
5, 7, 8, 600, 75*8
7, 5, 7, 399, 57*7
6, 1, 4, 4, 16/4
0, 5, 2, 100, 50*2
2, 8, 6, 492, 82*6
7, 4, 8, 376, 47*8
1, 1, 4, 44, 11*4
7, 3, 9, 333, 37*9
4, 2, 2, 12, 24/2
5, 1, 7, 105, 15*7
1, 2, 1, 21, 21*1
6, 5, 7, 8, 56/7
7, 9, 6, 582, 97*6
0, 2, 5, 4, 20/5
3, 7, 8, 584, 73*8
6, 3, 2, 18, 36/2
9, 6, 3, 23, 69/3
0, 7, 3, 210, 70*3
2, 4, 1, 42, 42*1
8, 1, 6, 108, 18*6
0, 3, 8, 240, 30*8
8, 4, 2, 24, 48/2
6, 1, 8, 2, 16/8
4, 3, 4, 136, 34*4
3, 4, 4, 172, 43*4
6, 4, 1, 46, 46*1
3, 3, 3, 11, 33/3
5, 4, 2, 90, 45*2
0, 2, 7, 140, 20*7
2, 1, 9, 108, 12*9
2, 3, 9, 288, 32*9
2, 7, 8, 576, 72*8
2, 1, 2, 24, 12*2
5, 1, 3, 45, 15*3
5, 4, 3, 135, 45*3
4, 3, 9, 306, 34*9
8, 8, 4, 22, 88/4
6, 7, 5, 380, 76*5
0, 1, 8, 80, 10*8
8, 5, 9, 522, 58*9
4, 5, 9, 486, 54*9
3, 3, 7, 231, 33*7
8, 1, 1, 18, 18*1
3, 2, 8, 184, 23*8
2, 5, 8, 416, 52*8
0, 2, 7, 140, 20*7
4, 8, 5, 420, 84*5
3, 3, 7, 231, 33*7
1, 1, 7, 77, 11*7
9, 9, 4, 396, 99*4
8, 6, 4, 17, 68/4
7, 1, 7, 119, 17*7
0, 4, 8, 5, 40/8
5, 8, 2, 170, 85*2
4, 1, 6, 84, 14*6
2, 4, 6, 7, 42/6
6, 5, 2, 28, 56/2
5, 4, 3, 15, 45/3
4, 6, 8, 8, 64/8
4, 6, 8, 512, 64*8
2, 1, 4, 3, 12/4
9, 3, 1, 39, 39*1
0, 7, 5, 14, 70/5
5, 7, 6, 450, 75*6
4, 7, 1, 74, 74*1
9, 6, 2, 138, 69*2
6, 6, 3, 198, 66*3
2, 3, 8, 256, 32*8
7, 6, 7, 469, 67*7
5, 8, 5, 425, 85*5
2, 2, 2, 11, 22/2
2, 1, 3, 4, 12/3
8, 7, 4, 312, 78*4
0, 1, 5, 50, 10*5
1, 8, 4, 324, 81*4
8, 1, 1, 18, 18*1
2, 2, 2, 11, 22/2
6, 6, 5, 330, 66*5
7, 6, 5, 335, 67*5
8, 9, 7, 686, 98*7
7, 5, 1, 57, 57*1
5, 2, 9, 225, 25*9
2, 7, 6, 432, 72*6
7, 9, 7, 679, 97*7
3, 2, 7, 161, 23*7
4, 2, 8, 192, 24*8
7, 3, 1, 37, 37*1
7, 8, 1, 87, 87*1
0, 9, 9, 10, 90/9
2, 4, 2, 84, 42*2
5, 4, 4, 180, 45*4
1, 7, 1, 71, 71*1
1, 4, 8, 328, 41*8
2, 2, 3, 66, 22*3
7, 7, 2, 154, 77*2
2, 7, 2, 36, 72/2
2, 4, 6, 252, 42*6
3, 9, 6, 558, 93*6
8, 8, 9, 792, 88*9
3, 5, 9, 477, 53*9
5, 4, 4, 180, 45*4
0, 5, 3, 150, 50*3
7, 9, 3, 291, 97*3
1, 1, 1, 11, 11*1
1, 5, 3, 17, 51/3
9, 4, 9, 441, 49*9
8, 8, 5, 440, 88*5
7, 2, 4, 108, 27*4
4, 2, 1, 24, 24*1
1, 2, 3, 7, 21/3
5, 2, 5, 125, 25*5
5, 1, 3, 45, 15*3
5, 4, 4, 180, 45*4
3, 3, 2, 66, 33*2
7, 8, 3, 261, 87*3
4, 8, 7, 12, 84/7
2, 5, 8, 416, 52*8
9, 4, 3, 147, 49*3
7, 7, 8, 616, 77*8
2, 7, 4, 288, 72*4
9, 8, 9, 801, 89*9
9, 3, 3, 117, 39*3
3, 5, 3, 159, 53*3
2, 5, 4, 13, 52/4
3, 5, 3, 159, 53*3
9, 6, 3, 23, 69/3
0, 9, 3, 30, 90/3
1, 2, 3, 63, 21*3
8, 9, 3, 294, 98*3
3, 4, 3, 129, 43*3
7, 3, 3, 111, 37*3
4, 3, 8, 272, 34*8
5, 3, 7, 5, 35/7
4, 8, 2, 168, 84*2
7, 8, 8, 696, 87*8
1, 4, 9, 369, 41*9
3, 6, 5, 315, 63*5
6, 9, 8, 12, 96/8
8, 4, 1, 48, 48*1
3, 6, 5, 315, 63*5
1, 3, 5, 155, 31*5
2, 7, 4, 18, 72/4
8, 8, 5, 440, 88*5
6, 3, 3, 108, 36*3
4, 5, 9, 486, 54*9
6, 2, 3, 78, 26*3
8, 4, 1, 48, 48*1
0, 3, 4, 120, 30*4
8, 6, 2, 136, 68*2
9, 3, 2, 78, 39*2
8, 4, 8, 6, 48/8
1, 8, 3, 27, 81/3
4, 7, 7, 518, 74*7
7, 6, 6, 402, 67*6
3, 5, 6, 318, 53*6
4, 1, 7, 98, 14*7
0, 8, 2, 40, 80/2
4, 9, 5, 470, 94*5
0, 7, 5, 14, 70/5
8, 3, 3, 114, 38*3
0, 7, 8, 560, 70*8
3, 8, 8, 664, 83*8
6, 2, 2, 13, 26/2
0, 4, 4, 160, 40*4
6, 4, 6, 276, 46*6
5, 5, 1, 55, 55*1
4, 9, 4, 376, 94*4
5, 5, 8, 440, 55*8
5, 6, 2, 130, 65*2
1, 3, 7, 217, 31*7
2, 4, 2, 84, 42*2
9, 2, 2, 58, 29*2
0, 5, 2, 25, 50/2
8, 2, 1, 28, 28*1
6, 2, 7, 182, 26*7
5, 8, 8, 680, 85*8
8, 9, 8, 784, 98*8
8, 9, 7, 14, 98/7
9, 2, 1, 29, 29*1
2, 7, 6, 432, 72*6
0, 4, 8, 320, 40*8
5, 8, 7, 595, 85*7
5, 8, 1, 85, 85*1
5, 5, 9, 495, 55*9
1, 4, 8, 328, 41*8
4, 7, 7, 518, 74*7
2, 7, 6, 12, 72/6
5, 2, 3, 75, 25*3
6, 8, 6, 516, 86*6
7, 3, 5, 185, 37*5
4, 1, 6, 84, 14*6
4, 1, 1, 14, 14*1
8, 2, 2, 56, 28*2
1, 1, 2, 22, 11*2
5, 6, 1, 65, 65*1
3, 9, 8, 744, 93*8
9, 3, 6, 234, 39*6
2, 6, 6, 372, 62*6
3, 8, 9, 747, 83*9
5, 6, 2, 130, 65*2
0, 4, 1, 40, 40*1
0, 8, 5, 400, 80*5
4, 4, 6, 264, 44*6
6, 4, 4, 184, 46*4
2, 4, 7, 6, 42/7
2, 6, 6, 372, 62*6
3, 8, 4, 332, 83*4
6, 7, 6, 456, 76*6
4, 4, 6, 264, 44*6
8, 8, 4, 22, 88/4
3, 6, 7, 441, 63*7
1, 8, 7, 567, 81*7
8, 5, 7, 406, 58*7
2, 6, 6, 372, 62*6
2, 8, 9, 738, 82*9
6, 9, 3, 288, 96*3
8, 7, 1, 78, 78*1
0, 9, 6, 540, 90*6
1, 8, 9, 9, 81/9
6, 3, 2, 18, 36/2
9, 9, 5, 495, 99*5
1, 9, 7, 637, 91*7
6, 9, 2, 48, 96/2
6, 7, 9, 684, 76*9
9, 6, 1, 69, 69*1
9, 9, 3, 297, 99*3
5, 3, 5, 175, 35*5
7, 2, 9, 3, 27/9
0, 6, 2, 30, 60/2
0, 6, 6, 10, 60/6
6, 8, 1, 86, 86*1
8, 5, 2, 29, 58/2
3, 7, 1, 73, 73*1
4, 1, 4, 56, 14*4
0, 2, 2, 40, 20*2
8, 4, 4, 192, 48*4
6, 9, 9, 864, 96*9
8, 8, 4, 22, 88/4
1, 6, 1, 61, 61*1
7, 8, 1, 87, 87*1
4, 6, 2, 128, 64*2
1, 6, 4, 244, 61*4
7, 1, 4, 68, 17*4
6, 9, 6, 576, 96*6
9, 2, 6, 174, 29*6
0, 8, 8, 640, 80*8
0, 9, 3, 30, 90/3
7, 7, 6, 462, 77*6
7, 9, 4, 388, 97*4
2, 4, 2, 84, 42*2
4, 3, 2, 68, 34*2
9, 9, 1, 99, 99*1
7, 7, 2, 154, 77*2
2, 3, 1, 32, 32*1
0, 5, 6, 300, 50*6
9, 6, 5, 345, 69*5
7, 8, 3, 29, 87/3
3, 7, 5, 365, 73*5
0, 6, 1, 60, 60*1
7, 6, 9, 603, 67*9
0, 9, 5, 18, 90/5
9, 1, 2, 38, 19*2
8, 6, 6, 408, 68*6
5, 8, 3, 255, 85*3
1, 1, 5, 55, 11*5
7, 3, 4, 148, 37*4
6, 5, 3, 168, 56*3
0, 6, 2, 30, 60/2
4, 2, 3, 72, 24*3
0, 2, 6, 120, 20*6
8, 2, 4, 112, 28*4
9, 9, 4, 396, 99*4
7, 9, 8, 776, 97*8
2, 5, 5, 260, 52*5
2, 3, 9, 288, 32*9
2, 1, 3, 4, 12/3
3, 1, 7, 91, 13*7
5, 4, 8, 360, 45*8
0, 3, 9, 270, 30*9
5, 1, 1, 15, 15*1
2, 1, 3, 36, 12*3
9, 3, 3, 13, 39/3
5, 2, 4, 100, 25*4
9, 6, 5, 345, 69*5
6, 1, 8, 2, 16/8
8, 8, 8, 704, 88*8
3, 4, 5, 215, 43*5
0, 2, 2, 10, 20/2
6, 7, 1, 76, 76*1
4, 9, 3, 282, 94*3
9, 8, 5, 445, 89*5
0, 2, 1, 20, 20*1
7, 6, 2, 134, 67*2
9, 6, 6, 414, 69*6
5, 7, 2, 150, 75*2
5, 4, 8, 360, 45*8
7, 3, 6, 222, 37*6
6, 9, 4, 24, 96/4
6, 1, 8, 2, 16/8
6, 5, 5, 280, 56*5
4, 7, 3, 222, 74*3
6, 1, 6, 96, 16*6
5, 9, 6, 570, 95*6
2, 8, 5, 410, 82*5
1, 3, 6, 186, 31*6
9, 9, 7, 693, 99*7
2, 1, 7, 84, 12*7
6, 8, 9, 774, 86*9
3, 5, 2, 106, 53*2
7, 5, 3, 19, 57/3
4, 8, 5, 420, 84*5
2, 3, 6, 192, 32*6
5, 6, 5, 325, 65*5
8, 4, 4, 192, 48*4
0, 9, 8, 720, 90*8
9, 7, 5, 395, 79*5
7, 2, 9, 3, 27/9
3, 2, 9, 207, 23*9
2, 2, 5, 110, 22*5
5, 4, 8, 360, 45*8
4, 2, 5, 120, 24*5
7, 1, 5, 85, 17*5
9, 7, 4, 316, 79*4
0, 9, 3, 270, 90*3
2, 3, 9, 288, 32*9
9, 1, 9, 171, 19*9
9, 6, 3, 207, 69*3
7, 4, 3, 141, 47*3
4, 6, 7, 448, 64*7
1, 7, 3, 213, 71*3
2, 5, 2, 104, 52*2
6, 1, 1, 16, 16*1
1, 4, 4, 164, 41*4
3, 6, 8, 504, 63*8
1, 4, 4, 164, 41*4
3, 8, 5, 415, 83*5
9, 7, 3, 237, 79*3
9, 4, 9, 441, 49*9
9, 6, 3, 23, 69/3
2, 3, 9, 288, 32*9
7, 8, 6, 522, 87*6
5, 7, 1, 75, 75*1
4, 5, 9, 486, 54*9
4, 2, 4, 6, 24/4
0, 6, 5, 300, 60*5
3, 4, 2, 86, 43*2
7, 2, 5, 135, 27*5
6, 6, 2, 132, 66*2
6, 4, 2, 92, 46*2
4, 4, 3, 132, 44*3
8, 4, 6, 288, 48*6
4, 4, 8, 352, 44*8
3, 6, 7, 441, 63*7
8, 4, 2, 24, 48/2
9, 3, 6, 234, 39*6
1, 9, 4, 364, 91*4
6, 4, 6, 276, 46*6
5, 1, 5, 3, 15/5
5, 2, 8, 200, 25*8
9, 7, 8, 632, 79*8
7, 4, 8, 376, 47*8
0, 6, 8, 480, 60*8
1, 9, 7, 637, 91*7
0, 9, 3, 270, 90*3
2, 6, 2, 31, 62/2
9, 1, 2, 38, 19*2
1, 5, 9, 459, 51*9
0, 4, 2, 20, 40/2
9, 7, 2, 158, 79*2
8, 9, 7, 14, 98/7
1, 8, 9, 729, 81*9
6, 6, 3, 22, 66/3
1, 9, 1, 91, 91*1
3, 6, 4, 252, 63*4
6, 9, 7, 672, 96*7
1, 5, 6, 306, 51*6
5, 2, 3, 75, 25*3
5, 7, 5, 15, 75/5
9, 2, 2, 58, 29*2
4, 7, 2, 37, 74/2
7, 8, 7, 609, 87*7
6, 7, 4, 304, 76*4
8, 1, 2, 9, 18/2
9, 9, 3, 33, 99/3
7, 2, 8, 216, 27*8
0, 6, 4, 15, 60/4
4, 3, 2, 17, 34/2
3, 3, 3, 99, 33*3
9, 2, 1, 29, 29*1
4, 3, 6, 204, 34*6
1, 6, 1, 61, 61*1
2, 9, 4, 368, 92*4
0, 2, 9, 180, 20*9
4, 2, 8, 192, 24*8
1, 3, 9, 279, 31*9
8, 5, 2, 116, 58*2
2, 6, 2, 31, 62/2
9, 2, 2, 58, 29*2
0, 6, 8, 480, 60*8
2, 2, 2, 44, 22*2
4, 1, 5, 70, 14*5
4, 6, 7, 448, 64*7
2, 1, 6, 72, 12*6
6, 4, 7, 322, 46*7
1, 9, 4, 364, 91*4
5, 8, 5, 425, 85*5
0, 4, 1, 40, 40*1
4, 6, 8, 8, 64/8
9, 9, 3, 297, 99*3
9, 2, 2, 58, 29*2
8, 1, 1, 18, 18*1
9, 9, 9, 11, 99/9
6, 1, 7, 112, 16*7
4, 8, 2, 42, 84/2
9, 2, 4, 116, 29*4
7, 2, 9, 243, 27*9
1, 2, 4, 84, 21*4
4, 5, 9, 6, 54/9
7, 1, 3, 51, 17*3
2, 8, 9, 738, 82*9
4, 5, 9, 486, 54*9
5, 6, 5, 325, 65*5
9, 9, 7, 693, 99*7
2, 9, 2, 46, 92/2
9, 7, 2, 158, 79*2
6, 5, 4, 224, 56*4
8, 4, 8, 6, 48/8
0, 9, 5, 450, 90*5
2, 4, 7, 6, 42/7
0, 3, 6, 180, 30*6
6, 6, 9, 594, 66*9
6, 1, 7, 112, 16*7
1, 1, 7, 77, 11*7
4, 3, 9, 306, 34*9
4, 2, 2, 12, 24/2
