8, 8, 0, 8, 8, 88-80
5, 1, 7, 2, 45, 57-12
3, 6, 3, 3, 30, 63-33
9, 7, 3, 6, 17, 93-76
3, 7, 9, 6, 115, 39+76
9, 5, 1, 3, 38, 91-53
7, 4, 8, 9, 29, 78-49
9, 4, 0, 1, 49, 90-41
3, 1, 9, 8, 57, 39+18
5, 5, 1, 8, 7, 58-51
7, 1, 4, 9, 93, 74+19
6, 6, 2, 5, 127, 62+65
1, 4, 2, 6, 34, 46-12
8, 4, 1, 2, 39, 81-42
9, 4, 0, 6, 44, 90-46
2, 8, 3, 8, 65, 88-23
9, 7, 3, 6, 17, 93-76
6, 6, 6, 9, 135, 66+69
9, 2, 8, 2, 76, 98-22
1, 2, 7, 5, 42, 17+25
3, 5, 3, 3, 86, 33+53
4, 8, 3, 8, 131, 43+88
7, 1, 2, 5, 57, 72-15
7, 2, 2, 2, 94, 72+22
7, 8, 9, 2, 161, 79+82
8, 6, 6, 3, 23, 86-63
7, 6, 5, 3, 12, 75-63
6, 7, 5, 1, 136, 65+71
5, 7, 0, 1, 21, 71-50
8, 5, 6, 7, 143, 86+57
5, 3, 6, 1, 87, 56+31
4, 9, 7, 7, 50, 97-47
9, 1, 4, 0, 84, 94-10
9, 8, 8, 9, 9, 98-89
7, 9, 0, 3, 23, 93-70
5, 4, 8, 6, 104, 58+46
6, 2, 4, 4, 40, 64-24
4, 8, 0, 3, 123, 40+83
7, 9, 1, 4, 165, 71+94
8, 8, 9, 0, 169, 89+80
4, 7, 0, 4, 34, 74-40
6, 9, 3, 0, 153, 63+90
7, 6, 3, 9, 142, 73+69
7, 4, 9, 4, 35, 79-44
6, 1, 0, 7, 77, 60+17
5, 4, 3, 6, 99, 53+46
6, 1, 5, 4, 51, 65-14
8, 5, 9, 5, 34, 89-55
2, 2, 2, 8, 50, 22+28
7, 3, 0, 5, 35, 70-35
8, 7, 3, 0, 153, 83+70
2, 8, 4, 5, 109, 24+85
8, 1, 5, 8, 67, 85-18
4, 8, 5, 1, 126, 45+81
9, 3, 0, 6, 54, 90-36
9, 6, 1, 5, 26, 91-65
8, 3, 3, 3, 50, 83-33
7, 1, 9, 8, 61, 79-18
4, 6, 7, 0, 13, 60-47
8, 5, 3, 8, 141, 83+58
8, 5, 8, 7, 145, 88+57
8, 6, 6, 1, 147, 86+61
4, 1, 2, 4, 56, 42+14
5, 4, 3, 2, 11, 53-42
7, 8, 8, 5, 7, 85-78
3, 5, 1, 6, 87, 31+56
4, 8, 1, 2, 41, 82-41
9, 1, 7, 4, 111, 97+14
4, 7, 6, 4, 120, 46+74
6, 2, 8, 8, 96, 68+28
8, 4, 1, 3, 38, 81-43
2, 7, 8, 4, 46, 74-28
5, 9, 9, 9, 158, 59+99
3, 9, 4, 7, 63, 97-34
3, 7, 9, 2, 33, 72-39
2, 1, 3, 2, 11, 23-12
2, 7, 8, 8, 106, 28+78
7, 6, 7, 2, 139, 77+62
4, 3, 0, 1, 71, 40+31
8, 6, 4, 9, 15, 84-69
4, 7, 9, 6, 125, 49+76
9, 5, 3, 7, 150, 93+57
1, 3, 2, 6, 48, 12+36
2, 9, 0, 2, 72, 92-20
5, 8, 4, 6, 32, 86-54
4, 8, 3, 6, 43, 86-43
2, 6, 9, 4, 35, 64-29
6, 5, 4, 9, 123, 64+59
3, 6, 5, 7, 102, 35+67
1, 9, 1, 3, 82, 93-11
7, 2, 4, 2, 52, 74-22
5, 8, 5, 6, 141, 55+86
5, 7, 2, 5, 127, 52+75
1, 5, 8, 0, 32, 50-18
2, 3, 0, 6, 56, 20+36
8, 5, 8, 7, 31, 88-57
7, 6, 4, 4, 10, 74-64
6, 9, 7, 9, 32, 99-67
1, 1, 9, 9, 38, 19+19
5, 3, 4, 8, 92, 54+38
4, 5, 5, 9, 104, 45+59
4, 3, 8, 4, 82, 48+34
3, 4, 0, 6, 16, 46-30
1, 9, 9, 5, 114, 19+95
3, 7, 3, 2, 39, 72-33
2, 6, 4, 6, 90, 24+66
1, 7, 1, 6, 65, 76-11
4, 9, 1, 3, 134, 41+93
3, 3, 7, 0, 7, 37-30
1, 6, 6, 2, 78, 16+62
9, 4, 8, 3, 55, 98-43
1, 2, 4, 5, 39, 14+25
6, 1, 5, 1, 54, 65-11
6, 3, 8, 7, 31, 68-37
5, 8, 7, 2, 25, 82-57
7, 6, 6, 0, 16, 76-60
8, 5, 9, 9, 148, 89+59
9, 4, 9, 6, 145, 99+46
5, 1, 9, 3, 46, 59-13
4, 9, 5, 3, 48, 93-45
7, 6, 4, 0, 14, 74-60
3, 8, 8, 7, 49, 87-38
4, 5, 0, 3, 93, 40+53
8, 4, 0, 0, 120, 80+40
2, 2, 3, 2, 45, 23+22
5, 1, 1, 4, 65, 51+14
3, 7, 0, 7, 107, 30+77
7, 3, 1, 3, 38, 71-33
1, 5, 6, 4, 38, 54-16
9, 4, 7, 6, 143, 97+46
5, 8, 4, 1, 27, 81-54
9, 3, 6, 8, 134, 96+38
8, 8, 3, 9, 6, 89-83
3, 4, 6, 2, 78, 36+42
3, 2, 7, 8, 65, 37+28
8, 5, 8, 4, 34, 88-54
9, 4, 6, 4, 52, 96-44
7, 9, 9, 4, 173, 79+94
2, 6, 1, 3, 84, 21+63
1, 7, 5, 2, 57, 72-15
4, 1, 3, 8, 61, 43+18
7, 8, 7, 8, 165, 77+88
7, 3, 1, 1, 40, 71-31
2, 4, 0, 7, 27, 47-20
9, 7, 1, 5, 166, 91+75
2, 1, 6, 5, 11, 26-15
8, 8, 3, 6, 169, 83+86
8, 4, 9, 1, 130, 89+41
6, 3, 4, 3, 97, 64+33
1, 8, 5, 1, 66, 81-15
8, 7, 4, 8, 6, 84-78
8, 9, 1, 6, 15, 96-81
1, 3, 4, 5, 21, 35-14
6, 7, 0, 8, 18, 78-60
2, 2, 9, 2, 7, 29-22
6, 8, 6, 9, 23, 89-66
8, 6, 8, 5, 153, 88+65
4, 5, 0, 9, 19, 59-40
8, 5, 7, 4, 141, 87+54
3, 1, 8, 8, 20, 38-18
8, 4, 0, 5, 125, 80+45
2, 5, 5, 3, 78, 25+53
3, 7, 0, 6, 46, 76-30
3, 3, 5, 7, 72, 35+37
3, 1, 6, 0, 46, 36+10
6, 3, 3, 9, 102, 63+39
6, 1, 2, 8, 44, 62-18
4, 8, 3, 2, 125, 43+82
1, 1, 1, 7, 28, 11+17
2, 9, 8, 8, 70, 98-28
7, 3, 1, 6, 35, 71-36
7, 8, 1, 5, 14, 85-71
9, 6, 1, 6, 157, 91+66
3, 5, 6, 4, 90, 36+54
2, 3, 0, 7, 17, 37-20
4, 3, 1, 3, 74, 41+33
4, 3, 7, 7, 10, 47-37
8, 9, 5, 5, 180, 85+95
7, 6, 4, 8, 6, 74-68
7, 8, 5, 4, 9, 84-75
1, 7, 8, 5, 57, 75-18
1, 3, 7, 4, 51, 17+34
1, 3, 3, 5, 48, 13+35
1, 7, 8, 6, 94, 18+76
2, 6, 6, 0, 34, 60-26
9, 4, 8, 8, 50, 98-48
2, 5, 2, 2, 30, 52-22
2, 6, 2, 6, 88, 22+66
9, 8, 1, 2, 173, 91+82
2, 3, 3, 6, 59, 23+36
3, 1, 6, 8, 18, 36-18
1, 2, 2, 0, 8, 20-12
6, 4, 6, 9, 17, 66-49
1, 8, 8, 9, 107, 18+89
6, 1, 2, 6, 78, 62+16
6, 1, 2, 0, 72, 62+10
6, 5, 1, 7, 118, 61+57
1, 2, 8, 0, 38, 18+20
3, 1, 9, 7, 56, 39+17
5, 4, 4, 4, 98, 54+44
3, 5, 7, 8, 21, 58-37
5, 8, 0, 5, 135, 50+85
4, 1, 8, 5, 63, 48+15
1, 8, 1, 3, 94, 11+83
6, 9, 4, 7, 161, 64+97
6, 2, 0, 6, 86, 60+26
7, 5, 9, 3, 132, 79+53
3, 6, 4, 9, 103, 34+69
7, 4, 6, 9, 125, 76+49
3, 6, 4, 0, 26, 60-34
1, 8, 3, 9, 102, 13+89
1, 3, 3, 7, 24, 37-13
9, 3, 2, 8, 54, 92-38
4, 9, 4, 1, 135, 44+91
8, 4, 6, 6, 40, 86-46
2, 7, 2, 8, 56, 78-22
9, 8, 1, 1, 172, 91+81
7, 4, 2, 0, 32, 72-40
1, 5, 6, 9, 43, 59-16
1, 2, 2, 7, 39, 12+27
4, 1, 3, 6, 59, 43+16
2, 8, 4, 3, 59, 83-24
7, 5, 3, 4, 127, 73+54
2, 2, 4, 8, 52, 24+28
8, 6, 4, 2, 22, 84-62
8, 1, 0, 4, 94, 80+14
9, 1, 4, 5, 79, 94-15
6, 9, 1, 3, 32, 93-61
8, 7, 9, 4, 15, 89-74
8, 6, 2, 5, 147, 82+65
1, 7, 0, 0, 60, 70-10
7, 9, 1, 5, 24, 95-71
5, 7, 5, 6, 131, 55+76
7, 6, 4, 8, 6, 74-68
8, 1, 0, 8, 98, 80+18
1, 9, 9, 8, 117, 19+98
1, 6, 5, 6, 81, 15+66
8, 9, 4, 2, 176, 84+92
7, 5, 7, 9, 136, 77+59
4, 2, 1, 4, 17, 41-24
5, 9, 3, 9, 46, 99-53
3, 1, 3, 5, 48, 33+15
3, 5, 6, 7, 93, 36+57
9, 9, 4, 7, 191, 94+97
6, 2, 4, 6, 38, 64-26
1, 1, 5, 1, 26, 15+11
4, 7, 0, 6, 116, 40+76
9, 2, 6, 6, 122, 96+26
7, 9, 7, 4, 17, 94-77
2, 3, 1, 7, 16, 37-21
5, 7, 2, 7, 25, 77-52
9, 7, 4, 4, 20, 94-74
8, 7, 9, 8, 167, 89+78
8, 4, 0, 9, 31, 80-49
6, 8, 8, 6, 154, 68+86
2, 8, 1, 4, 63, 84-21
5, 8, 1, 3, 32, 83-51
3, 3, 7, 2, 69, 37+32
5, 1, 5, 8, 73, 55+18
6, 4, 7, 9, 116, 67+49
2, 5, 4, 7, 33, 57-24
1, 7, 2, 3, 85, 12+73
7, 3, 5, 7, 38, 75-37
9, 7, 1, 6, 167, 91+76
6, 1, 7, 9, 48, 67-19
5, 7, 5, 1, 16, 71-55
8, 1, 6, 2, 74, 86-12
7, 4, 8, 0, 118, 78+40
4, 5, 0, 4, 94, 40+54
2, 4, 4, 2, 66, 24+42
6, 9, 3, 4, 31, 94-63
7, 6, 9, 8, 11, 79-68
3, 2, 4, 5, 9, 34-25
2, 8, 9, 8, 59, 88-29
8, 1, 0, 7, 63, 80-17
4, 6, 9, 7, 116, 49+67
4, 3, 3, 4, 9, 43-34
1, 8, 7, 9, 72, 89-17
7, 1, 4, 6, 58, 74-16
7, 2, 5, 0, 55, 75-20
3, 9, 3, 7, 130, 33+97
4, 5, 8, 6, 8, 56-48
2, 7, 4, 9, 103, 24+79
1, 6, 4, 5, 51, 65-14
8, 3, 4, 1, 53, 84-31
7, 3, 9, 7, 42, 79-37
3, 9, 6, 3, 129, 36+93
3, 2, 2, 1, 53, 32+21
8, 2, 7, 6, 113, 87+26
1, 9, 9, 8, 79, 98-19
1, 6, 2, 3, 75, 12+63
2, 4, 6, 8, 74, 26+48
9, 1, 8, 5, 83, 98-15
7, 4, 9, 6, 33, 79-46
6, 3, 8, 7, 31, 68-37
8, 4, 6, 1, 45, 86-41
6, 3, 8, 0, 98, 68+30
6, 8, 3, 0, 17, 80-63
7, 9, 3, 7, 24, 97-73
1, 6, 3, 6, 53, 66-13
8, 2, 8, 1, 67, 88-21
8, 9, 3, 2, 175, 83+92
4, 3, 8, 3, 81, 48+33
6, 1, 8, 0, 78, 68+10
6, 7, 1, 1, 132, 61+71
6, 9, 6, 7, 31, 97-66
1, 7, 0, 1, 81, 10+71
6, 8, 3, 2, 19, 82-63
2, 9, 8, 2, 64, 92-28
4, 7, 9, 4, 25, 74-49
3, 6, 4, 6, 100, 34+66
3, 3, 8, 6, 74, 38+36
5, 2, 3, 4, 77, 53+24
3, 2, 9, 0, 59, 39+20
5, 4, 2, 1, 93, 52+41
2, 4, 0, 4, 24, 44-20
2, 6, 9, 0, 89, 29+60
6, 3, 0, 1, 91, 60+31
3, 9, 5, 6, 131, 35+96
7, 5, 8, 3, 131, 78+53
5, 4, 9, 9, 108, 59+49
4, 2, 7, 1, 68, 47+21
3, 3, 5, 5, 70, 35+35
6, 7, 2, 2, 134, 62+72
1, 8, 9, 6, 105, 19+86
2, 3, 2, 9, 61, 22+39
4, 2, 2, 2, 64, 42+22
6, 7, 3, 0, 133, 63+70
3, 6, 2, 1, 29, 61-32
5, 2, 0, 6, 24, 50-26
8, 4, 6, 7, 39, 86-47
5, 3, 8, 2, 26, 58-32
8, 4, 4, 1, 43, 84-41
1, 9, 0, 5, 105, 10+95
2, 9, 1, 7, 118, 21+97
3, 6, 7, 9, 106, 37+69
5, 1, 0, 4, 36, 50-14
4, 9, 3, 0, 133, 43+90
2, 5, 9, 1, 80, 29+51
6, 6, 0, 3, 123, 60+63
3, 2, 5, 3, 12, 35-23
9, 1, 6, 5, 81, 96-15
7, 5, 0, 2, 18, 70-52
3, 9, 1, 4, 63, 94-31
1, 3, 5, 2, 47, 15+32
2, 4, 3, 6, 69, 23+46
6, 4, 6, 0, 106, 66+40
7, 3, 8, 5, 43, 78-35
2, 3, 0, 7, 17, 37-20
5, 7, 1, 1, 122, 51+71
4, 9, 7, 7, 144, 47+97
9, 6, 7, 6, 31, 97-66
7, 8, 4, 8, 162, 74+88
4, 2, 8, 5, 23, 48-25
2, 2, 3, 8, 5, 28-23
9, 4, 8, 9, 147, 98+49
4, 7, 4, 4, 118, 44+74
4, 7, 9, 7, 28, 77-49
2, 3, 0, 0, 10, 30-20
2, 1, 4, 0, 34, 24+10
1, 6, 0, 7, 57, 67-10
6, 3, 6, 6, 102, 66+36
7, 9, 0, 4, 164, 70+94
5, 2, 3, 5, 78, 53+25
7, 5, 5, 7, 132, 75+57
7, 4, 9, 7, 32, 79-47
9, 7, 2, 2, 20, 92-72
8, 9, 8, 1, 179, 88+91
9, 2, 9, 1, 120, 99+21
8, 3, 7, 1, 118, 87+31
3, 6, 2, 7, 99, 32+67
1, 9, 8, 0, 108, 18+90
6, 3, 5, 4, 99, 65+34
3, 4, 1, 0, 71, 31+40
2, 1, 8, 9, 47, 28+19
4, 8, 0, 8, 48, 88-40
8, 4, 7, 3, 44, 87-43
2, 6, 9, 4, 35, 64-29
7, 5, 7, 3, 24, 77-53
5, 8, 9, 9, 148, 59+89
5, 4, 2, 8, 100, 52+48
8, 1, 3, 8, 101, 83+18
5, 5, 0, 9, 109, 50+59
8, 4, 2, 8, 130, 82+48
1, 5, 4, 7, 43, 57-14
9, 9, 9, 7, 196, 99+97
9, 8, 0, 2, 8, 90-82
7, 9, 2, 4, 22, 94-72
2, 9, 0, 0, 70, 90-20
5, 1, 8, 2, 46, 58-12
6, 8, 8, 1, 149, 68+81
4, 8, 3, 5, 128, 43+85
3, 6, 9, 7, 106, 39+67
6, 5, 0, 3, 7, 60-53
4, 1, 2, 6, 26, 42-16
8, 3, 7, 2, 119, 87+32
6, 9, 9, 0, 21, 90-69
6, 9, 0, 7, 157, 60+97
9, 5, 4, 9, 153, 94+59
1, 7, 7, 0, 53, 70-17
9, 8, 9, 8, 187, 99+88
3, 4, 8, 6, 84, 38+46
4, 9, 6, 2, 46, 92-46
1, 3, 8, 3, 15, 33-18
7, 3, 5, 7, 38, 75-37
3, 7, 3, 5, 108, 33+75
6, 3, 7, 0, 97, 67+30
6, 7, 5, 2, 7, 72-65
6, 5, 8, 0, 118, 68+50
5, 4, 1, 8, 99, 51+48
8, 2, 2, 4, 106, 82+24
5, 4, 5, 9, 104, 55+49
6, 6, 9, 5, 134, 69+65
5, 1, 0, 7, 33, 50-17
8, 1, 6, 3, 99, 86+13
6, 3, 0, 6, 96, 60+36
9, 4, 1, 5, 46, 91-45
1, 7, 4, 0, 84, 14+70
2, 5, 0, 3, 73, 20+53
9, 5, 9, 1, 150, 99+51
3, 8, 2, 2, 50, 82-32
6, 8, 4, 9, 25, 89-64
4, 3, 5, 0, 15, 45-30
5, 2, 8, 7, 31, 58-27
6, 4, 1, 4, 105, 61+44
7, 5, 6, 4, 22, 76-54
6, 6, 5, 6, 131, 65+66
4, 7, 1, 9, 120, 41+79
1, 5, 8, 4, 36, 54-18
8, 7, 2, 6, 158, 82+76
7, 3, 0, 6, 106, 70+36
5, 5, 9, 1, 110, 59+51
6, 8, 8, 0, 12, 80-68
5, 8, 5, 8, 143, 55+88
6, 6, 8, 1, 7, 68-61
5, 2, 9, 4, 35, 59-24
7, 2, 0, 2, 48, 70-22
8, 2, 9, 4, 65, 89-24
2, 3, 8, 6, 8, 36-28
9, 1, 0, 1, 101, 90+11
7, 3, 8, 2, 110, 78+32
6, 2, 5, 1, 86, 65+21
9, 2, 5, 6, 121, 95+26
5, 6, 0, 3, 113, 50+63
7, 4, 2, 2, 114, 72+42
5, 4, 2, 9, 101, 52+49
7, 8, 5, 7, 162, 75+87
7, 1, 6, 0, 86, 76+10
9, 6, 7, 1, 158, 97+61
9, 5, 2, 2, 40, 92-52
4, 8, 3, 3, 126, 43+83
3, 4, 4, 9, 83, 34+49
7, 8, 9, 3, 162, 79+83
2, 5, 6, 4, 80, 26+54
6, 1, 9, 6, 85, 69+16
7, 4, 3, 0, 33, 73-40
4, 1, 2, 5, 57, 42+15
1, 1, 4, 8, 32, 14+18
8, 1, 1, 0, 71, 81-10
5, 7, 7, 6, 133, 57+76
6, 1, 6, 1, 55, 66-11
3, 2, 1, 6, 57, 31+26
8, 7, 1, 2, 153, 81+72
9, 5, 5, 8, 37, 95-58
8, 4, 4, 9, 35, 84-49
5, 8, 3, 6, 33, 86-53
6, 3, 1, 8, 23, 61-38
6, 5, 7, 5, 12, 67-55
6, 8, 1, 4, 145, 61+84
1, 9, 6, 3, 77, 93-16
9, 7, 9, 3, 26, 99-73
1, 9, 9, 3, 112, 19+93
7, 6, 4, 1, 135, 74+61
3, 9, 0, 0, 120, 30+90
1, 3, 6, 6, 20, 36-16
4, 1, 7, 4, 61, 47+14
7, 8, 8, 0, 158, 78+80
3, 4, 3, 1, 8, 41-33
3, 6, 2, 2, 30, 62-32
4, 9, 7, 4, 47, 94-47
5, 3, 5, 8, 93, 55+38
8, 9, 5, 2, 7, 92-85
8, 3, 7, 2, 55, 87-32
4, 9, 8, 1, 43, 91-48
6, 7, 6, 3, 7, 73-66
7, 5, 6, 5, 131, 76+55
9, 3, 7, 0, 67, 97-30
5, 1, 3, 4, 39, 53-14
8, 5, 6, 8, 28, 86-58
3, 6, 6, 3, 99, 36+63
9, 5, 4, 1, 43, 94-51
3, 9, 4, 5, 129, 34+95
1, 9, 1, 1, 80, 91-11
2, 3, 8, 4, 62, 28+34
6, 2, 5, 2, 43, 65-22
5, 1, 6, 4, 42, 56-14
6, 2, 5, 9, 94, 65+29
5, 5, 6, 0, 106, 56+50
5, 6, 7, 4, 7, 64-57
5, 6, 0, 1, 11, 61-50
2, 1, 7, 9, 46, 27+19
9, 4, 4, 6, 140, 94+46
2, 4, 6, 5, 71, 26+45
1, 5, 0, 0, 40, 50-10
7, 6, 4, 6, 8, 74-66
6, 3, 0, 6, 96, 60+36
2, 7, 0, 7, 57, 77-20
5, 2, 2, 1, 73, 52+21
3, 9, 4, 0, 56, 90-34
9, 4, 0, 4, 134, 90+44
4, 4, 1, 8, 7, 48-41
4, 2, 4, 9, 73, 44+29
4, 6, 5, 4, 109, 45+64
1, 3, 5, 1, 46, 15+31
6, 2, 8, 6, 94, 68+26
2, 8, 0, 7, 107, 20+87
7, 7, 2, 0, 142, 72+70
6, 5, 9, 9, 128, 69+59
7, 5, 7, 7, 20, 77-57
9, 6, 8, 6, 164, 98+66
7, 9, 3, 6, 169, 73+96
9, 4, 8, 5, 53, 98-45
5, 5, 6, 4, 110, 56+54
9, 1, 7, 1, 86, 97-11
2, 3, 7, 3, 60, 27+33
4, 3, 1, 6, 5, 41-36
5, 3, 9, 5, 24, 59-35
5, 3, 9, 2, 91, 59+32
1, 6, 5, 0, 75, 15+60
3, 6, 5, 0, 95, 35+60
7, 5, 8, 5, 133, 78+55
4, 5, 6, 6, 10, 56-46
8, 6, 0, 6, 146, 80+66
7, 5, 8, 1, 129, 78+51
3, 6, 9, 6, 105, 39+66
1, 8, 1, 9, 100, 11+89
7, 3, 7, 8, 39, 77-38
5, 1, 1, 1, 62, 51+11
2, 9, 5, 1, 66, 91-25
4, 9, 1, 9, 140, 41+99
5, 2, 2, 1, 73, 52+21
7, 7, 1, 6, 147, 71+76
4, 6, 7, 2, 15, 62-47
6, 9, 0, 2, 152, 60+92
8, 4, 6, 1, 45, 86-41
3, 1, 2, 6, 48, 32+16
9, 3, 9, 1, 68, 99-31
8, 8, 1, 9, 8, 89-81
1, 3, 0, 4, 24, 34-10
3, 1, 9, 0, 29, 39-10
7, 9, 6, 9, 175, 76+99
3, 8, 8, 6, 48, 86-38
6, 7, 4, 1, 135, 64+71
4, 2, 8, 3, 71, 48+23
1, 1, 7, 7, 34, 17+17
1, 7, 1, 8, 67, 78-11
4, 4, 0, 6, 6, 46-40
4, 3, 3, 0, 73, 43+30
9, 4, 9, 7, 52, 99-47
4, 9, 9, 0, 139, 49+90
9, 5, 3, 6, 149, 93+56
9, 7, 5, 9, 174, 95+79
2, 3, 3, 9, 62, 23+39
6, 8, 0, 5, 145, 60+85
7, 7, 2, 5, 147, 72+75
1, 3, 3, 8, 51, 13+38
2, 7, 6, 4, 100, 26+74
1, 7, 0, 1, 81, 10+71
6, 8, 0, 9, 29, 89-60
6, 9, 3, 2, 29, 92-63
5, 4, 7, 8, 9, 57-48
2, 7, 4, 7, 101, 24+77
5, 3, 8, 9, 97, 58+39
3, 5, 5, 7, 92, 35+57
6, 6, 9, 9, 138, 69+69
5, 9, 9, 8, 157, 59+98
7, 6, 9, 5, 14, 79-65
4, 7, 4, 0, 114, 44+70
9, 5, 0, 5, 145, 90+55
4, 1, 1, 8, 59, 41+18
3, 6, 3, 7, 34, 67-33
5, 9, 6, 8, 154, 56+98
3, 9, 9, 1, 52, 91-39
7, 9, 9, 2, 13, 92-79
6, 3, 3, 4, 97, 63+34
1, 9, 0, 7, 87, 97-10
5, 7, 5, 9, 134, 55+79
1, 8, 9, 2, 101, 19+82
1, 5, 2, 5, 67, 12+55
5, 1, 1, 0, 41, 51-10
1, 2, 5, 1, 36, 15+21
4, 1, 9, 7, 32, 49-17
5, 6, 2, 2, 114, 52+62
7, 1, 6, 4, 62, 76-14
6, 6, 6, 3, 129, 66+63
6, 5, 6, 6, 122, 66+56
3, 3, 8, 0, 68, 38+30
9, 1, 1, 9, 110, 91+19
2, 9, 5, 9, 124, 25+99
5, 1, 9, 2, 47, 59-12
4, 1, 1, 1, 52, 41+11
2, 1, 5, 8, 7, 25-18
3, 8, 8, 3, 121, 38+83
1, 4, 8, 6, 28, 46-18
