6, 2, 26, 26
3, 2, 23, 23
2, 1, 12, 12
8, 2, 28, 28
7, 9, 97, 97
3, 6, 63, 63
6, 8, 86, 86
6, 4, 46, 46
2, 1, 12, 12
9, 6, 69, 69
1, 2, 21, 21
2, 7, 72, 72
3, 4, 43, 43
7, 2, 27, 27
4, 2, 24, 24
9, 6, 69, 69
6, 9, 96, 96
1, 8, 81, 81
5, 1, 15, 15
5, 8, 85, 85
3, 5, 53, 53
1, 2, 21, 21
2, 8, 82, 82
2, 6, 62, 62
6, 3, 36, 36
3, 7, 73, 73
6, 9, 96, 96
9, 3, 39, 39
8, 4, 48, 48
7, 2, 27, 27
1, 8, 81, 81
4, 9, 94, 94
2, 8, 82, 82
8, 2, 28, 28
8, 2, 28, 28
2, 9, 92, 92
4, 9, 94, 94
2, 8, 82, 82
7, 3, 37, 37
5, 4, 45, 45
2, 4, 42, 42
4, 9, 94, 94
8, 6, 68, 68
7, 9, 97, 97
3, 2, 23, 23
1, 6, 61, 61
4, 1, 14, 14
4, 5, 54, 54
5, 7, 75, 75
3, 1, 13, 13
9, 3, 39, 39
1, 8, 81, 81
5, 4, 45, 45
3, 5, 53, 53
1, 9, 91, 91
9, 7, 79, 79
9, 3, 39, 39
2, 1, 12, 12
6, 1, 16, 16
4, 6, 64, 64
9, 8, 89, 89
5, 2, 25, 25
3, 7, 73, 73
5, 1, 15, 15
4, 5, 54, 54
8, 6, 68, 68
6, 4, 46, 46
5, 4, 45, 45
8, 4, 48, 48
3, 9, 93, 93
8, 9, 98, 98
7, 2, 27, 27
6, 4, 46, 46
3, 4, 43, 43
2, 8, 82, 82
6, 7, 76, 76
4, 3, 34, 34
2, 3, 32, 32
3, 9, 93, 93
1, 3, 31, 31
5, 9, 95, 95
9, 7, 79, 79
3, 7, 73, 73
2, 7, 72, 72
4, 7, 74, 74
5, 6, 65, 65
4, 6, 64, 64
5, 6, 65, 65
4, 7, 74, 74
8, 3, 38, 38
5, 8, 85, 85
5, 6, 65, 65
7, 4, 47, 47
8, 7, 78, 78
2, 1, 12, 12
4, 8, 84, 84
6, 3, 36, 36
6, 3, 36, 36
8, 7, 78, 78
7, 9, 97, 97
4, 6, 64, 64
6, 8, 86, 86
6, 5, 56, 56
2, 7, 72, 72
4, 5, 54, 54
7, 4, 47, 47
7, 4, 47, 47
3, 2, 23, 23
8, 1, 18, 18
4, 7, 74, 74
5, 6, 65, 65
9, 6, 69, 69
1, 6, 61, 61
2, 6, 62, 62
3, 8, 83, 83
1, 3, 31, 31
6, 2, 26, 26
9, 4, 49, 49
6, 2, 26, 26
1, 5, 51, 51
1, 6, 61, 61
5, 8, 85, 85
4, 8, 84, 84
4, 5, 54, 54
3, 8, 83, 83
9, 1, 19, 19
9, 4, 49, 49
9, 1, 19, 19
4, 2, 24, 24
1, 3, 31, 31
9, 4, 49, 49
4, 1, 14, 14
5, 9, 95, 95
2, 9, 92, 92
8, 4, 48, 48
1, 4, 41, 41
2, 3, 32, 32
2, 3, 32, 32
6, 3, 36, 36
8, 4, 48, 48
6, 4, 46, 46
6, 5, 56, 56
1, 7, 71, 71
6, 2, 26, 26
8, 1, 18, 18
5, 8, 85, 85
8, 2, 28, 28
9, 3, 39, 39
2, 9, 92, 92
6, 1, 16, 16
3, 6, 63, 63
9, 5, 59, 59
2, 5, 52, 52
7, 1, 17, 17
2, 9, 92, 92
1, 2, 21, 21
4, 6, 64, 64
5, 6, 65, 65
4, 8, 84, 84
8, 1, 18, 18
2, 6, 62, 62
3, 1, 13, 13
1, 2, 21, 21
4, 5, 54, 54
3, 6, 63, 63
5, 4, 45, 45
5, 4, 45, 45
1, 8, 81, 81
8, 1, 18, 18
4, 2, 24, 24
7, 2, 27, 27
8, 9, 98, 98
3, 8, 83, 83
8, 1, 18, 18
7, 2, 27, 27
8, 9, 98, 98
6, 1, 16, 16
2, 7, 72, 72
7, 2, 27, 27
4, 8, 84, 84
7, 6, 67, 67
7, 2, 27, 27
3, 7, 73, 73
4, 6, 64, 64
6, 7, 76, 76
4, 6, 64, 64
3, 2, 23, 23
8, 7, 78, 78
6, 1, 16, 16
1, 9, 91, 91
7, 5, 57, 57
8, 4, 48, 48
7, 9, 97, 97
3, 4, 43, 43
9, 5, 59, 59
1, 4, 41, 41
8, 4, 48, 48
3, 5, 53, 53
5, 3, 35, 35
1, 7, 71, 71
4, 9, 94, 94
2, 1, 12, 12
1, 7, 71, 71
2, 5, 52, 52
9, 2, 29, 29
2, 3, 32, 32
1, 9, 91, 91
3, 8, 83, 83
4, 1, 14, 14
4, 6, 64, 64
3, 2, 23, 23
5, 4, 45, 45
3, 7, 73, 73
6, 8, 86, 86
5, 3, 35, 35
6, 4, 46, 46
4, 9, 94, 94
8, 9, 98, 98
1, 3, 31, 31
8, 7, 78, 78
3, 1, 13, 13
4, 1, 14, 14
1, 4, 41, 41
2, 9, 92, 92
3, 1, 13, 13
2, 9, 92, 92
6, 5, 56, 56
7, 9, 97, 97
7, 8, 87, 87
5, 2, 25, 25
9, 6, 69, 69
3, 5, 53, 53
1, 2, 21, 21
1, 9, 91, 91
6, 7, 76, 76
5, 3, 35, 35
5, 7, 75, 75
6, 4, 46, 46
1, 7, 71, 71
6, 7, 76, 76
3, 4, 43, 43
4, 5, 54, 54
6, 7, 76, 76
3, 4, 43, 43
6, 4, 46, 46
4, 3, 34, 34
8, 6, 68, 68
4, 5, 54, 54
5, 2, 25, 25
3, 4, 43, 43
2, 1, 12, 12
3, 2, 23, 23
1, 2, 21, 21
6, 7, 76, 76
3, 4, 43, 43
9, 1, 19, 19
1, 7, 71, 71
2, 7, 72, 72
7, 1, 17, 17
3, 2, 23, 23
8, 1, 18, 18
4, 6, 64, 64
8, 5, 58, 58
6, 3, 36, 36
3, 2, 23, 23
4, 9, 94, 94
9, 2, 29, 29
4, 9, 94, 94
7, 5, 57, 57
3, 5, 53, 53
6, 2, 26, 26
8, 5, 58, 58
5, 7, 75, 75
2, 4, 42, 42
4, 7, 74, 74
8, 2, 28, 28
1, 8, 81, 81
6, 3, 36, 36
5, 2, 25, 25
1, 4, 41, 41
9, 7, 79, 79
5, 6, 65, 65
4, 7, 74, 74
4, 2, 24, 24
1, 8, 81, 81
7, 2, 27, 27
5, 7, 75, 75
9, 5, 59, 59
8, 7, 78, 78
2, 5, 52, 52
5, 3, 35, 35
9, 8, 89, 89
9, 2, 29, 29
4, 5, 54, 54
8, 3, 38, 38
6, 7, 76, 76
5, 3, 35, 35
7, 6, 67, 67
4, 7, 74, 74
3, 5, 53, 53
8, 1, 18, 18
2, 7, 72, 72
3, 1, 13, 13
3, 8, 83, 83
6, 7, 76, 76
5, 3, 35, 35
6, 1, 16, 16
7, 3, 37, 37
6, 4, 46, 46
7, 3, 37, 37
3, 4, 43, 43
3, 4, 43, 43
3, 2, 23, 23
4, 3, 34, 34
2, 3, 32, 32
2, 4, 42, 42
9, 1, 19, 19
3, 8, 83, 83
1, 2, 21, 21
4, 7, 74, 74
2, 6, 62, 62
8, 1, 18, 18
2, 3, 32, 32
2, 6, 62, 62
1, 5, 51, 51
5, 3, 35, 35
6, 5, 56, 56
5, 2, 25, 25
1, 5, 51, 51
8, 4, 48, 48
7, 5, 57, 57
4, 8, 84, 84
1, 5, 51, 51
4, 6, 64, 64
4, 2, 24, 24
1, 4, 41, 41
5, 3, 35, 35
8, 2, 28, 28
6, 9, 96, 96
1, 6, 61, 61
1, 5, 51, 51
1, 8, 81, 81
2, 6, 62, 62
5, 1, 15, 15
2, 6, 62, 62
6, 7, 76, 76
9, 1, 19, 19
3, 6, 63, 63
3, 1, 13, 13
6, 1, 16, 16
1, 5, 51, 51
2, 4, 42, 42
7, 2, 27, 27
9, 8, 89, 89
4, 3, 34, 34
4, 2, 24, 24
8, 7, 78, 78
1, 3, 31, 31
1, 5, 51, 51
1, 3, 31, 31
6, 7, 76, 76
4, 6, 64, 64
1, 9, 91, 91
7, 5, 57, 57
6, 2, 26, 26
1, 4, 41, 41
4, 7, 74, 74
1, 4, 41, 41
3, 6, 63, 63
3, 7, 73, 73
5, 4, 45, 45
4, 3, 34, 34
5, 3, 35, 35
7, 2, 27, 27
4, 1, 14, 14
2, 4, 42, 42
9, 7, 79, 79
9, 4, 49, 49
3, 5, 53, 53
8, 2, 28, 28
1, 3, 31, 31
6, 3, 36, 36
9, 4, 49, 49
8, 9, 98, 98
1, 7, 71, 71
4, 3, 34, 34
9, 1, 19, 19
8, 6, 68, 68
8, 6, 68, 68
9, 4, 49, 49
7, 8, 87, 87
4, 2, 24, 24
9, 2, 29, 29
7, 1, 17, 17
6, 1, 16, 16
8, 2, 28, 28
2, 5, 52, 52
6, 1, 16, 16
2, 4, 42, 42
1, 4, 41, 41
9, 8, 89, 89
1, 4, 41, 41
6, 7, 76, 76
5, 4, 45, 45
8, 9, 98, 98
7, 3, 37, 37
2, 7, 72, 72
3, 4, 43, 43
8, 6, 68, 68
8, 2, 28, 28
8, 2, 28, 28
7, 1, 17, 17
4, 3, 34, 34
2, 1, 12, 12
7, 1, 17, 17
3, 5, 53, 53
1, 6, 61, 61
6, 5, 56, 56
7, 3, 37, 37
6, 3, 36, 36
8, 7, 78, 78
7, 3, 37, 37
1, 6, 61, 61
5, 6, 65, 65
7, 4, 47, 47
1, 7, 71, 71
6, 4, 46, 46
2, 3, 32, 32
7, 9, 97, 97
9, 3, 39, 39
6, 7, 76, 76
9, 1, 19, 19
5, 6, 65, 65
7, 2, 27, 27
5, 9, 95, 95
1, 9, 91, 91
4, 7, 74, 74
4, 2, 24, 24
7, 5, 57, 57
4, 5, 54, 54
6, 1, 16, 16
7, 1, 17, 17
6, 1, 16, 16
6, 9, 96, 96
9, 6, 69, 69
6, 8, 86, 86
9, 6, 69, 69
8, 7, 78, 78
8, 7, 78, 78
7, 1, 17, 17
9, 8, 89, 89
2, 9, 92, 92
8, 6, 68, 68
7, 9, 97, 97
5, 3, 35, 35
4, 8, 84, 84
7, 4, 47, 47
8, 9, 98, 98
7, 4, 47, 47
9, 5, 59, 59
1, 2, 21, 21
6, 2, 26, 26
2, 6, 62, 62
5, 3, 35, 35
7, 5, 57, 57
4, 3, 34, 34
3, 6, 63, 63
8, 6, 68, 68
5, 4, 45, 45
4, 5, 54, 54
1, 8, 81, 81
2, 9, 92, 92
8, 1, 18, 18
9, 2, 29, 29
4, 9, 94, 94
3, 1, 13, 13
2, 3, 32, 32
7, 4, 47, 47
3, 1, 13, 13
2, 7, 72, 72
2, 6, 62, 62
1, 4, 41, 41
5, 1, 15, 15
9, 2, 29, 29
4, 9, 94, 94
5, 9, 95, 95
5, 9, 95, 95
3, 6, 63, 63
9, 3, 39, 39
5, 9, 95, 95
4, 7, 74, 74
2, 4, 42, 42
8, 3, 38, 38
9, 3, 39, 39
4, 5, 54, 54
7, 3, 37, 37
7, 1, 17, 17
2, 8, 82, 82
3, 8, 83, 83
2, 1, 12, 12
5, 6, 65, 65
4, 2, 24, 24
9, 7, 79, 79
4, 6, 64, 64
2, 8, 82, 82
6, 8, 86, 86
6, 5, 56, 56
3, 2, 23, 23
5, 3, 35, 35
8, 7, 78, 78
8, 3, 38, 38
2, 4, 42, 42
7, 4, 47, 47
4, 5, 54, 54
5, 1, 15, 15
4, 9, 94, 94
2, 7, 72, 72
9, 7, 79, 79
9, 8, 89, 89
7, 5, 57, 57
7, 5, 57, 57
8, 6, 68, 68
7, 1, 17, 17
9, 2, 29, 29
5, 6, 65, 65
2, 5, 52, 52
4, 9, 94, 94
7, 4, 47, 47
5, 1, 15, 15
4, 9, 94, 94
5, 6, 65, 65
7, 3, 37, 37
2, 5, 52, 52
7, 8, 87, 87
7, 5, 57, 57
8, 9, 98, 98
8, 7, 78, 78
2, 7, 72, 72
3, 7, 73, 73
7, 3, 37, 37
8, 1, 18, 18
3, 5, 53, 53
6, 3, 36, 36
5, 3, 35, 35
3, 5, 53, 53
3, 5, 53, 53
5, 1, 15, 15
3, 5, 53, 53
1, 2, 21, 21
4, 5, 54, 54
7, 8, 87, 87
2, 4, 42, 42
8, 9, 98, 98
3, 9, 93, 93
7, 1, 17, 17
7, 2, 27, 27
4, 1, 14, 14
8, 9, 98, 98
8, 7, 78, 78
5, 4, 45, 45
5, 3, 35, 35
1, 9, 91, 91
3, 2, 23, 23
9, 1, 19, 19
7, 1, 17, 17
9, 6, 69, 69
1, 4, 41, 41
1, 7, 71, 71
4, 9, 94, 94
5, 7, 75, 75
6, 1, 16, 16
4, 1, 14, 14
8, 3, 38, 38
7, 9, 97, 97
3, 7, 73, 73
6, 4, 46, 46
4, 7, 74, 74
6, 3, 36, 36
6, 9, 96, 96
7, 1, 17, 17
6, 9, 96, 96
4, 6, 64, 64
9, 3, 39, 39
2, 3, 32, 32
9, 5, 59, 59
8, 1, 18, 18
6, 9, 96, 96
1, 3, 31, 31
8, 3, 38, 38
9, 1, 19, 19
4, 6, 64, 64
8, 4, 48, 48
9, 2, 29, 29
6, 1, 16, 16
3, 6, 63, 63
3, 9, 93, 93
3, 7, 73, 73
4, 8, 84, 84
6, 1, 16, 16
3, 4, 43, 43
7, 1, 17, 17
3, 2, 23, 23
4, 2, 24, 24
4, 7, 74, 74
8, 1, 18, 18
7, 5, 57, 57
7, 1, 17, 17
6, 9, 96, 96
9, 6, 69, 69
1, 8, 81, 81
1, 4, 41, 41
7, 6, 67, 67
7, 3, 37, 37
4, 3, 34, 34
2, 3, 32, 32
4, 5, 54, 54
1, 3, 31, 31
6, 2, 26, 26
6, 8, 86, 86
2, 5, 52, 52
9, 6, 69, 69
8, 6, 68, 68
7, 5, 57, 57
6, 2, 26, 26
4, 2, 24, 24
6, 2, 26, 26
1, 8, 81, 81
3, 1, 13, 13
3, 8, 83, 83
8, 5, 58, 58
1, 6, 61, 61
8, 5, 58, 58
3, 8, 83, 83
9, 7, 79, 79
7, 3, 37, 37
5, 7, 75, 75
1, 7, 71, 71
6, 1, 16, 16
2, 9, 92, 92
3, 8, 83, 83
9, 1, 19, 19
7, 4, 47, 47
8, 6, 68, 68
6, 2, 26, 26
8, 2, 28, 28
9, 4, 49, 49
4, 3, 34, 34
2, 8, 82, 82
9, 3, 39, 39
6, 4, 46, 46
6, 4, 46, 46
9, 2, 29, 29
7, 9, 97, 97
6, 1, 16, 16
3, 5, 53, 53
6, 1, 16, 16
7, 6, 67, 67
3, 2, 23, 23
3, 4, 43, 43
1, 8, 81, 81
5, 7, 75, 75
7, 1, 17, 17
1, 7, 71, 71
9, 2, 29, 29
6, 9, 96, 96
4, 8, 84, 84
2, 3, 32, 32
8, 5, 58, 58
1, 6, 61, 61
9, 2, 29, 29
4, 1, 14, 14
1, 2, 21, 21
6, 7, 76, 76
7, 3, 37, 37
5, 6, 65, 65
5, 9, 95, 95
3, 1, 13, 13
4, 3, 34, 34
3, 9, 93, 93
3, 7, 73, 73
7, 6, 67, 67
5, 9, 95, 95
5, 3, 35, 35
9, 8, 89, 89
9, 3, 39, 39
7, 1, 17, 17
4, 3, 34, 34
5, 3, 35, 35
6, 5, 56, 56
5, 1, 15, 15
4, 8, 84, 84
8, 3, 38, 38
6, 3, 36, 36
5, 6, 65, 65
5, 4, 45, 45
9, 3, 39, 39
9, 8, 89, 89
7, 1, 17, 17
7, 2, 27, 27
6, 9, 96, 96
3, 5, 53, 53
3, 7, 73, 73
5, 6, 65, 65
6, 1, 16, 16
2, 6, 62, 62
9, 1, 19, 19
9, 3, 39, 39
3, 8, 83, 83
9, 6, 69, 69
1, 2, 21, 21
7, 9, 97, 97
7, 8, 87, 87
6, 2, 26, 26
4, 2, 24, 24
6, 1, 16, 16
7, 6, 67, 67
4, 7, 74, 74
6, 7, 76, 76
1, 7, 71, 71
5, 9, 95, 95
2, 9, 92, 92
9, 8, 89, 89
7, 5, 57, 57
3, 5, 53, 53
7, 8, 87, 87
9, 5, 59, 59
4, 6, 64, 64
1, 6, 61, 61
3, 5, 53, 53
9, 6, 69, 69
4, 1, 14, 14
4, 1, 14, 14
8, 7, 78, 78
6, 1, 16, 16
6, 9, 96, 96
5, 4, 45, 45
4, 8, 84, 84
3, 9, 93, 93
3, 4, 43, 43
4, 7, 74, 74
6, 9, 96, 96
5, 8, 85, 85
4, 3, 34, 34
4, 7, 74, 74
9, 4, 49, 49
6, 8, 86, 86
3, 1, 13, 13
9, 7, 79, 79
9, 1, 19, 19
2, 7, 72, 72
6, 3, 36, 36
9, 3, 39, 39
3, 8, 83, 83
8, 2, 28, 28
1, 9, 91, 91
3, 7, 73, 73
6, 8, 86, 86
5, 6, 65, 65
9, 5, 59, 59
5, 8, 85, 85
9, 8, 89, 89
7, 3, 37, 37
2, 5, 52, 52
4, 1, 14, 14
7, 4, 47, 47
2, 3, 32, 32
8, 4, 48, 48
9, 5, 59, 59
1, 7, 71, 71
1, 8, 81, 81
7, 6, 67, 67
5, 3, 35, 35
3, 2, 23, 23
5, 1, 15, 15
6, 9, 96, 96
2, 7, 72, 72
1, 3, 31, 31
1, 3, 31, 31
2, 1, 12, 12
7, 8, 87, 87
5, 2, 25, 25
9, 7, 79, 79
4, 9, 94, 94
5, 8, 85, 85
2, 8, 82, 82
7, 9, 97, 97
6, 9, 96, 96
4, 3, 34, 34
4, 5, 54, 54
2, 5, 52, 52
3, 4, 43, 43
5, 8, 85, 85
9, 5, 59, 59
2, 3, 32, 32
4, 7, 74, 74
5, 2, 25, 25
1, 7, 71, 71
8, 1, 18, 18
1, 8, 81, 81
6, 2, 26, 26
8, 6, 68, 68
9, 6, 69, 69
8, 9, 98, 98
7, 2, 27, 27
6, 7, 76, 76
3, 7, 73, 73
1, 6, 61, 61
4, 9, 94, 94
4, 6, 64, 64
8, 3, 38, 38
5, 6, 65, 65
7, 8, 87, 87
5, 6, 65, 65
2, 3, 32, 32
7, 3, 37, 37
6, 8, 86, 86
9, 2, 29, 29
1, 8, 81, 81
8, 3, 38, 38
3, 2, 23, 23
5, 7, 75, 75
5, 6, 65, 65
3, 8, 83, 83
8, 5, 58, 58
6, 7, 76, 76
9, 2, 29, 29
6, 7, 76, 76
5, 3, 35, 35
9, 8, 89, 89
5, 4, 45, 45
4, 1, 14, 14
1, 3, 31, 31
9, 2, 29, 29
1, 9, 91, 91
3, 4, 43, 43
4, 3, 34, 34
8, 2, 28, 28
5, 7, 75, 75
7, 3, 37, 37
5, 8, 85, 85
4, 1, 14, 14
8, 4, 48, 48
3, 7, 73, 73
9, 1, 19, 19
9, 3, 39, 39
4, 5, 54, 54
8, 2, 28, 28
3, 1, 13, 13
3, 7, 73, 73
4, 9, 94, 94
5, 2, 25, 25
8, 4, 48, 48
5, 2, 25, 25
7, 5, 57, 57
1, 6, 61, 61
5, 6, 65, 65
3, 6, 63, 63
1, 7, 71, 71
1, 8, 81, 81
3, 5, 53, 53
4, 6, 64, 64
3, 5, 53, 53
7, 8, 87, 87
4, 1, 14, 14
6, 5, 56, 56
6, 9, 96, 96
3, 7, 73, 73
9, 6, 69, 69
9, 7, 79, 79
2, 6, 62, 62
1, 3, 31, 31
7, 4, 47, 47
3, 4, 43, 43
6, 1, 16, 16
3, 9, 93, 93
5, 7, 75, 75
8, 4, 48, 48
2, 5, 52, 52
9, 7, 79, 79
8, 9, 98, 98
8, 2, 28, 28
7, 5, 57, 57
8, 5, 58, 58
9, 8, 89, 89
8, 5, 58, 58
6, 2, 26, 26
2, 5, 52, 52
5, 4, 45, 45
4, 6, 64, 64
9, 2, 29, 29
4, 7, 74, 74
6, 7, 76, 76
7, 3, 37, 37
5, 3, 35, 35
6, 2, 26, 26
7, 8, 87, 87
5, 8, 85, 85
9, 2, 29, 29
9, 3, 39, 39
5, 8, 85, 85
3, 4, 43, 43
2, 5, 52, 52
2, 6, 62, 62
5, 4, 45, 45
6, 8, 86, 86
3, 4, 43, 43
2, 8, 82, 82
8, 4, 48, 48
4, 8, 84, 84
8, 2, 28, 28
8, 9, 98, 98
5, 2, 25, 25
3, 4, 43, 43
9, 7, 79, 79
7, 6, 67, 67
7, 4, 47, 47
4, 7, 74, 74
7, 2, 27, 27
9, 5, 59, 59
2, 1, 12, 12
4, 7, 74, 74
8, 9, 98, 98
1, 3, 31, 31
8, 3, 38, 38
2, 7, 72, 72
4, 7, 74, 74
9, 7, 79, 79
9, 8, 89, 89
1, 8, 81, 81
6, 2, 26, 26
2, 7, 72, 72
8, 6, 68, 68
6, 1, 16, 16
1, 3, 31, 31
8, 1, 18, 18
3, 8, 83, 83
2, 8, 82, 82
2, 5, 52, 52
8, 2, 28, 28
1, 8, 81, 81
1, 4, 41, 41
5, 9, 95, 95
5, 7, 75, 75
4, 7, 74, 74
2, 6, 62, 62
9, 8, 89, 89
6, 5, 56, 56
5, 7, 75, 75
9, 5, 59, 59
8, 7, 78, 78
6, 1, 16, 16
9, 2, 29, 29
9, 5, 59, 59
3, 5, 53, 53
9, 4, 49, 49
5, 7, 75, 75
4, 3, 34, 34
8, 5, 58, 58
2, 6, 62, 62
7, 9, 97, 97
7, 1, 17, 17
3, 8, 83, 83
3, 7, 73, 73
4, 2, 24, 24
4, 9, 94, 94
4, 5, 54, 54
7, 3, 37, 37
8, 2, 28, 28
9, 3, 39, 39
6, 3, 36, 36
9, 8, 89, 89
3, 1, 13, 13
6, 5, 56, 56
7, 3, 37, 37
8, 9, 98, 98
4, 1, 14, 14
9, 4, 49, 49
4, 9, 94, 94
4, 5, 54, 54
8, 9, 98, 98
1, 7, 71, 71
8, 7, 78, 78
7, 5, 57, 57
4, 8, 84, 84
7, 6, 67, 67
2, 5, 52, 52
7, 2, 27, 27
3, 1, 13, 13
3, 5, 53, 53
2, 6, 62, 62
6, 1, 16, 16
6, 5, 56, 56
5, 3, 35, 35
7, 6, 67, 67
3, 8, 83, 83
2, 6, 62, 62
2, 7, 72, 72
8, 1, 18, 18
4, 8, 84, 84
3, 7, 73, 73
1, 8, 81, 81
5, 1, 15, 15
5, 7, 75, 75
9, 7, 79, 79
1, 4, 41, 41
6, 2, 26, 26
3, 7, 73, 73
9, 7, 79, 79
4, 6, 64, 64
7, 5, 57, 57
1, 9, 91, 91
3, 4, 43, 43
7, 1, 17, 17
3, 1, 13, 13
7, 1, 17, 17
1, 8, 81, 81
5, 9, 95, 95
9, 4, 49, 49
1, 5, 51, 51
9, 1, 19, 19
1, 4, 41, 41
3, 9, 93, 93
9, 1, 19, 19
8, 1, 18, 18
2, 8, 82, 82
9, 5, 59, 59
9, 8, 89, 89
3, 1, 13, 13
7, 8, 87, 87
2, 6, 62, 62
4, 3, 34, 34
8, 2, 28, 28
6, 8, 86, 86
6, 1, 16, 16
9, 2, 29, 29
6, 8, 86, 86
1, 2, 21, 21
1, 7, 71, 71
2, 9, 92, 92
2, 4, 42, 42
3, 7, 73, 73
7, 5, 57, 57
3, 1, 13, 13
2, 9, 92, 92
3, 5, 53, 53
1, 7, 71, 71
5, 9, 95, 95
8, 1, 18, 18
2, 9, 92, 92
1, 9, 91, 91
4, 8, 84, 84
7, 8, 87, 87
4, 1, 14, 14
6, 5, 56, 56
2, 9, 92, 92
1, 7, 71, 71
9, 1, 19, 19
3, 5, 53, 53
1, 3, 31, 31
2, 7, 72, 72
9, 6, 69, 69
5, 4, 45, 45
8, 6, 68, 68
4, 9, 94, 94
3, 7, 73, 73
3, 4, 43, 43
5, 9, 95, 95
9, 6, 69, 69
1, 8, 81, 81
8, 7, 78, 78
4, 2, 24, 24
3, 1, 13, 13
5, 2, 25, 25
9, 2, 29, 29
9, 6, 69, 69
1, 8, 81, 81
4, 1, 14, 14
7, 4, 47, 47
8, 2, 28, 28
6, 8, 86, 86
6, 8, 86, 86
6, 2, 26, 26
7, 6, 67, 67
8, 3, 38, 38
6, 2, 26, 26
3, 7, 73, 73
5, 8, 85, 85
1, 5, 51, 51
6, 3, 36, 36
8, 3, 38, 38
8, 4, 48, 48
8, 5, 58, 58
2, 7, 72, 72
4, 3, 34, 34
3, 1, 13, 13
2, 5, 52, 52
2, 7, 72, 72
6, 9, 96, 96
3, 8, 83, 83
7, 8, 87, 87
2, 3, 32, 32
4, 3, 34, 34
8, 1, 18, 18
7, 4, 47, 47
2, 4, 42, 42
9, 8, 89, 89
4, 3, 34, 34
8, 9, 98, 98
5, 7, 75, 75
8, 2, 28, 28
2, 9, 92, 92
2, 8, 82, 82
5, 1, 15, 15
2, 7, 72, 72
9, 4, 49, 49
8, 9, 98, 98
6, 2, 26, 26
9, 8, 89, 89
8, 7, 78, 78
7, 2, 27, 27
8, 7, 78, 78
1, 5, 51, 51
4, 7, 74, 74
4, 7, 74, 74
8, 3, 38, 38
5, 8, 85, 85
4, 3, 34, 34
5, 3, 35, 35
1, 9, 91, 91
6, 2, 26, 26
7, 9, 97, 97
3, 2, 23, 23
6, 9, 96, 96
2, 4, 42, 42
2, 6, 62, 62
1, 6, 61, 61
6, 1, 16, 16
6, 9, 96, 96
7, 1, 17, 17
6, 9, 96, 96
7, 2, 27, 27
9, 1, 19, 19
7, 3, 37, 37
4, 1, 14, 14
7, 5, 57, 57
8, 3, 38, 38
9, 6, 69, 69
8, 7, 78, 78
8, 6, 68, 68
6, 7, 76, 76
3, 7, 73, 73
8, 1, 18, 18
1, 5, 51, 51
3, 5, 53, 53
3, 4, 43, 43
7, 1, 17, 17
5, 6, 65, 65
9, 6, 69, 69
7, 8, 87, 87
8, 4, 48, 48
7, 3, 37, 37
6, 3, 36, 36
