8, 5, 3, 358, 358
1, 2, 5, 251, 251
7, 4, 6, 467, 467
9, 2, 5, 259, 259
8, 3, 1, 381, 381
9, 4, 3, 394, 394
8, 2, 2, 282, 282
5, 6, 4, 654, 654
2, 6, 4, 642, 642
1, 9, 4, 941, 941
6, 6, 3, 636, 636
8, 1, 9, 189, 189
8, 4, 1, 481, 481
6, 5, 4, 456, 456
7, 7, 1, 177, 177
8, 1, 1, 181, 181
9, 5, 8, 589, 589
4, 2, 8, 284, 284
2, 3, 9, 392, 392
9, 3, 9, 993, 993
5, 2, 6, 625, 625
5, 4, 1, 145, 145
2, 3, 6, 632, 632
6, 9, 4, 496, 496
8, 1, 5, 518, 518
4, 3, 6, 364, 364
8, 9, 7, 798, 798
3, 5, 5, 553, 553
8, 5, 6, 568, 568
9, 3, 1, 139, 139
6, 5, 8, 586, 586
8, 4, 2, 248, 248
8, 9, 2, 289, 289
4, 2, 7, 274, 274
5, 9, 1, 159, 159
9, 6, 2, 269, 269
3, 1, 4, 134, 134
4, 6, 1, 164, 164
5, 8, 6, 865, 865
4, 7, 3, 374, 374
7, 2, 8, 827, 827
5, 8, 6, 856, 856
2, 8, 9, 829, 829
8, 2, 7, 728, 728
8, 9, 2, 298, 298
6, 8, 5, 586, 586
7, 6, 5, 756, 756
1, 3, 5, 351, 351
7, 6, 8, 867, 867
5, 1, 2, 251, 251
8, 7, 1, 178, 178
4, 4, 1, 414, 414
9, 3, 7, 793, 793
4, 9, 9, 994, 994
4, 7, 2, 274, 274
3, 7, 9, 397, 397
1, 3, 7, 713, 713
6, 5, 9, 956, 956
8, 7, 5, 587, 587
6, 2, 6, 662, 662
6, 6, 7, 676, 676
7, 1, 9, 179, 179
8, 5, 2, 285, 285
1, 9, 8, 981, 981
6, 7, 5, 756, 756
4, 8, 5, 548, 548
5, 7, 9, 597, 597
1, 7, 1, 711, 711
2, 7, 7, 727, 727
1, 3, 6, 163, 163
2, 5, 4, 425, 425
9, 1, 5, 591, 591
5, 4, 6, 564, 564
2, 5, 1, 125, 125
2, 9, 4, 492, 492
7, 8, 5, 857, 857
1, 3, 1, 113, 113
7, 6, 1, 716, 716
7, 9, 8, 987, 987
2, 1, 9, 129, 129
8, 1, 8, 188, 188
6, 1, 6, 166, 166
2, 5, 4, 452, 452
8, 1, 2, 128, 128
3, 8, 9, 983, 983
2, 3, 4, 243, 243
5, 2, 6, 265, 265
9, 8, 6, 896, 896
1, 4, 2, 412, 412
1, 7, 3, 371, 371
3, 7, 5, 735, 735
1, 7, 5, 157, 157
8, 7, 4, 487, 487
5, 1, 1, 151, 151
3, 4, 5, 543, 543
6, 4, 3, 463, 463
1, 6, 8, 816, 816
7, 6, 5, 576, 576
8, 6, 4, 846, 846
8, 7, 6, 786, 786
6, 7, 5, 576, 576
2, 5, 6, 526, 526
1, 4, 8, 418, 418
4, 9, 1, 914, 914
7, 7, 4, 747, 747
1, 8, 9, 819, 819
5, 4, 2, 254, 254
4, 3, 2, 342, 342
5, 8, 6, 568, 568
7, 9, 7, 977, 977
4, 4, 1, 414, 414
4, 1, 7, 741, 741
2, 9, 5, 529, 529
6, 2, 1, 261, 261
4, 2, 4, 244, 244
4, 1, 6, 461, 461
2, 3, 3, 323, 323
5, 6, 5, 655, 655
1, 7, 3, 371, 371
7, 2, 7, 772, 772
3, 8, 1, 138, 138
6, 3, 3, 363, 363
1, 9, 3, 319, 319
8, 2, 3, 283, 283
4, 2, 1, 241, 241
4, 8, 8, 848, 848
7, 3, 2, 723, 723
6, 5, 2, 256, 256
8, 1, 5, 158, 158
6, 9, 4, 649, 649
5, 2, 7, 752, 752
9, 4, 6, 496, 496
7, 6, 7, 677, 677
8, 9, 4, 984, 984
3, 3, 4, 343, 343
3, 4, 9, 493, 493
2, 4, 5, 254, 254
4, 3, 4, 344, 344
4, 5, 5, 545, 545
4, 3, 1, 413, 413
7, 2, 8, 872, 872
2, 1, 9, 192, 192
6, 8, 8, 868, 868
7, 3, 8, 837, 837
7, 4, 4, 474, 474
5, 8, 7, 578, 578
4, 6, 1, 614, 614
6, 3, 3, 336, 336
5, 6, 8, 658, 658
5, 8, 8, 885, 885
2, 4, 7, 274, 274
4, 9, 1, 194, 194
7, 1, 5, 157, 157
9, 8, 1, 891, 891
6, 7, 8, 876, 876
7, 1, 8, 871, 871
9, 7, 9, 997, 997
9, 1, 5, 159, 159
8, 4, 9, 984, 984
1, 8, 2, 812, 812
8, 6, 9, 698, 698
2, 8, 2, 822, 822
2, 2, 4, 242, 242
6, 2, 9, 692, 692
7, 2, 9, 927, 927
9, 5, 4, 594, 594
5, 2, 6, 265, 265
2, 5, 5, 552, 552
4, 2, 1, 412, 412
2, 4, 5, 452, 452
5, 3, 1, 351, 351
3, 7, 7, 737, 737
3, 1, 8, 813, 813
3, 8, 3, 338, 338
7, 3, 2, 327, 327
5, 6, 8, 685, 685
7, 3, 5, 573, 573
6, 8, 5, 568, 568
5, 8, 9, 985, 985
4, 6, 1, 146, 146
3, 9, 5, 953, 953
8, 1, 2, 128, 128
6, 8, 1, 618, 618
3, 7, 2, 723, 723
8, 7, 5, 578, 578
6, 3, 5, 365, 365
6, 7, 8, 876, 876
4, 6, 2, 246, 246
4, 1, 8, 481, 481
3, 3, 5, 533, 533
7, 6, 2, 672, 672
6, 4, 9, 496, 496
1, 2, 7, 271, 271
1, 5, 9, 591, 591
8, 2, 3, 382, 382
4, 7, 9, 794, 794
1, 9, 4, 941, 941
4, 3, 3, 334, 334
5, 2, 1, 512, 512
4, 7, 7, 774, 774
7, 5, 4, 547, 547
4, 7, 6, 674, 674
1, 4, 6, 164, 164
1, 4, 3, 314, 314
2, 3, 5, 532, 532
8, 7, 7, 778, 778
1, 3, 4, 314, 314
7, 7, 8, 787, 787
5, 8, 9, 598, 598
2, 4, 3, 342, 342
7, 5, 6, 576, 576
9, 1, 3, 139, 139
6, 6, 8, 866, 866
3, 7, 7, 737, 737
2, 5, 4, 452, 452
3, 5, 9, 953, 953
7, 4, 5, 457, 457
6, 9, 2, 926, 926
7, 4, 4, 474, 474
5, 1, 4, 154, 154
4, 7, 3, 743, 743
2, 7, 7, 772, 772
2, 8, 9, 829, 829
8, 7, 1, 187, 187
6, 3, 4, 463, 463
1, 9, 7, 719, 719
7, 7, 6, 767, 767
5, 7, 4, 457, 457
3, 3, 9, 933, 933
1, 6, 2, 261, 261
4, 3, 8, 483, 483
7, 8, 2, 827, 827
9, 4, 7, 794, 794
8, 6, 5, 658, 658
4, 5, 5, 545, 545
4, 6, 1, 146, 146
9, 9, 2, 929, 929
4, 8, 2, 824, 824
8, 1, 7, 187, 187
9, 5, 2, 295, 295
1, 3, 7, 173, 173
3, 7, 4, 347, 347
4, 4, 3, 344, 344
2, 9, 2, 922, 922
8, 4, 3, 834, 834
2, 2, 9, 292, 292
2, 1, 5, 521, 521
5, 7, 9, 597, 597
4, 2, 5, 524, 524
9, 7, 9, 799, 799
2, 7, 5, 725, 725
1, 2, 8, 821, 821
7, 4, 4, 447, 447
2, 2, 8, 282, 282
8, 1, 1, 181, 181
7, 1, 2, 172, 172
4, 4, 9, 944, 944
2, 4, 3, 432, 432
8, 9, 7, 879, 879
5, 9, 7, 795, 795
7, 9, 1, 179, 179
1, 8, 7, 781, 781
6, 3, 7, 673, 673
6, 4, 7, 674, 674
1, 2, 4, 241, 241
5, 6, 5, 556, 556
6, 9, 1, 619, 619
8, 5, 5, 585, 585
6, 7, 5, 765, 765
3, 7, 4, 734, 734
7, 6, 5, 756, 756
5, 8, 2, 852, 852
1, 3, 9, 913, 913
8, 6, 9, 896, 896
1, 9, 8, 891, 891
1, 2, 5, 512, 512
9, 7, 6, 967, 967
2, 1, 3, 123, 123
5, 9, 6, 659, 659
7, 6, 3, 367, 367
6, 3, 1, 163, 163
4, 2, 5, 524, 524
2, 5, 6, 265, 265
7, 8, 6, 678, 678
1, 9, 1, 911, 911
7, 6, 3, 376, 376
6, 3, 2, 623, 623
9, 6, 4, 946, 946
3, 7, 9, 937, 937
7, 6, 3, 637, 637
3, 9, 2, 932, 932
2, 8, 7, 827, 827
7, 1, 2, 271, 271
1, 5, 6, 561, 561
9, 9, 7, 799, 799
3, 9, 2, 293, 293
1, 9, 3, 913, 913
2, 8, 5, 582, 582
8, 8, 1, 188, 188
2, 2, 6, 622, 622
8, 7, 9, 789, 789
9, 2, 9, 299, 299
2, 9, 4, 942, 942
8, 5, 4, 458, 458
3, 1, 2, 213, 213
1, 6, 8, 618, 618
6, 3, 8, 386, 386
4, 7, 5, 547, 547
5, 1, 6, 561, 561
5, 9, 4, 954, 954
4, 5, 1, 415, 415
9, 7, 4, 497, 497
4, 5, 2, 254, 254
4, 8, 7, 784, 784
3, 6, 4, 634, 634
4, 1, 7, 174, 174
2, 8, 1, 128, 128
9, 5, 7, 975, 975
9, 9, 6, 699, 699
1, 4, 9, 194, 194
4, 9, 7, 974, 974
4, 7, 7, 747, 747
4, 1, 5, 451, 451
1, 5, 8, 518, 518
6, 3, 1, 163, 163
8, 4, 8, 488, 488
3, 6, 3, 633, 633
7, 4, 5, 457, 457
6, 7, 4, 647, 647
7, 5, 9, 597, 597
4, 7, 8, 847, 847
2, 4, 1, 412, 412
7, 1, 9, 179, 179
4, 5, 1, 514, 514
2, 7, 6, 267, 267
6, 9, 1, 961, 961
6, 2, 6, 266, 266
3, 7, 8, 387, 387
2, 9, 5, 592, 592
1, 9, 4, 419, 419
1, 2, 6, 612, 612
1, 2, 9, 912, 912
3, 3, 1, 313, 313
6, 9, 4, 496, 496
7, 6, 6, 667, 667
6, 6, 5, 566, 566
3, 9, 5, 359, 359
1, 6, 8, 861, 861
1, 7, 3, 371, 371
6, 8, 7, 768, 768
8, 9, 9, 989, 989
4, 9, 1, 941, 941
4, 2, 2, 224, 224
7, 2, 5, 572, 572
8, 4, 9, 894, 894
9, 6, 6, 696, 696
6, 8, 7, 786, 786
9, 1, 3, 139, 139
9, 1, 1, 119, 119
6, 8, 2, 268, 268
4, 4, 8, 484, 484
3, 4, 6, 436, 436
1, 3, 5, 153, 153
4, 9, 7, 947, 947
3, 2, 3, 332, 332
3, 5, 3, 533, 533
9, 2, 2, 229, 229
1, 3, 4, 413, 413
7, 8, 2, 287, 287
5, 9, 1, 951, 951
7, 2, 3, 237, 237
9, 2, 6, 296, 296
7, 9, 7, 977, 977
4, 2, 9, 492, 492
1, 2, 4, 421, 421
9, 3, 3, 393, 393
1, 3, 8, 831, 831
7, 9, 2, 297, 297
5, 9, 2, 529, 529
5, 4, 2, 524, 524
3, 2, 8, 382, 382
1, 8, 7, 871, 871
4, 3, 9, 394, 394
8, 9, 3, 839, 839
6, 4, 4, 464, 464
3, 7, 7, 737, 737
2, 1, 5, 125, 125
1, 1, 3, 131, 131
4, 2, 8, 842, 842
8, 3, 3, 338, 338
2, 6, 9, 692, 692
7, 2, 4, 472, 472
2, 4, 9, 492, 492
5, 3, 4, 435, 435
3, 4, 8, 438, 438
7, 8, 6, 687, 687
7, 8, 3, 387, 387
1, 6, 5, 615, 615
4, 6, 3, 436, 436
8, 3, 3, 383, 383
1, 2, 3, 231, 231
9, 7, 9, 997, 997
8, 4, 9, 489, 489
5, 4, 2, 524, 524
2, 5, 1, 521, 521
1, 8, 5, 851, 851
4, 6, 4, 446, 446
1, 3, 5, 153, 153
5, 6, 3, 635, 635
8, 4, 8, 488, 488
9, 2, 2, 229, 229
6, 8, 2, 268, 268
2, 7, 6, 267, 267
6, 8, 7, 876, 876
2, 1, 5, 521, 521
4, 3, 2, 423, 423
2, 1, 6, 126, 126
8, 4, 8, 488, 488
1, 6, 1, 116, 116
5, 5, 7, 575, 575
6, 1, 6, 166, 166
5, 4, 4, 445, 445
3, 6, 7, 763, 763
6, 2, 3, 326, 326
5, 7, 1, 517, 517
3, 2, 2, 223, 223
5, 9, 1, 159, 159
4, 3, 1, 341, 341
6, 9, 1, 169, 169
5, 4, 7, 754, 754
4, 3, 9, 493, 493
3, 6, 3, 336, 336
6, 9, 7, 976, 976
7, 7, 3, 737, 737
8, 3, 4, 348, 348
4, 2, 8, 842, 842
5, 9, 9, 995, 995
9, 5, 4, 594, 594
1, 5, 4, 541, 541
9, 5, 9, 995, 995
5, 5, 9, 955, 955
3, 2, 2, 232, 232
9, 8, 1, 891, 891
9, 3, 7, 739, 739
7, 6, 9, 967, 967
2, 7, 1, 127, 127
1, 8, 6, 861, 861
1, 8, 7, 817, 817
8, 2, 2, 228, 228
2, 2, 9, 922, 922
9, 5, 3, 593, 593
2, 8, 6, 826, 826
9, 2, 6, 692, 692
9, 5, 3, 395, 395
6, 2, 4, 246, 246
5, 9, 1, 519, 519
5, 2, 3, 532, 532
8, 8, 9, 898, 898
4, 3, 9, 394, 394
2, 8, 3, 823, 823
5, 2, 8, 258, 258
8, 3, 7, 378, 378
6, 8, 7, 678, 678
5, 6, 1, 516, 516
2, 3, 2, 223, 223
7, 8, 3, 378, 378
3, 6, 7, 637, 637
5, 5, 6, 655, 655
2, 2, 6, 262, 262
2, 9, 7, 972, 972
2, 4, 2, 224, 224
9, 5, 5, 595, 595
6, 9, 5, 659, 659
4, 5, 3, 345, 345
4, 3, 7, 374, 374
8, 9, 4, 489, 489
5, 9, 1, 519, 519
6, 9, 2, 296, 296
7, 4, 7, 774, 774
4, 6, 2, 642, 642
2, 6, 5, 526, 526
8, 3, 9, 893, 893
6, 7, 3, 736, 736
9, 2, 3, 293, 293
1, 1, 8, 811, 811
3, 4, 2, 243, 243
1, 2, 3, 321, 321
4, 8, 7, 874, 874
2, 7, 9, 297, 297
5, 9, 7, 975, 975
1, 3, 3, 331, 331
7, 2, 4, 427, 427
7, 9, 9, 979, 979
3, 8, 1, 138, 138
4, 9, 4, 449, 449
4, 9, 8, 849, 849
1, 6, 2, 126, 126
1, 2, 6, 621, 621
5, 8, 1, 815, 815
4, 3, 5, 354, 354
6, 4, 9, 469, 469
4, 1, 2, 241, 241
1, 1, 5, 511, 511
4, 1, 5, 451, 451
7, 4, 2, 724, 724
8, 3, 9, 893, 893
5, 6, 2, 256, 256
4, 4, 2, 244, 244
4, 9, 2, 942, 942
2, 4, 7, 472, 472
5, 1, 5, 155, 155
9, 6, 2, 629, 629
8, 1, 2, 821, 821
2, 1, 6, 612, 612
4, 7, 9, 497, 497
1, 7, 2, 217, 217
6, 3, 3, 336, 336
5, 7, 4, 547, 547
4, 3, 7, 734, 734
4, 4, 7, 744, 744
8, 5, 5, 585, 585
5, 3, 2, 253, 253
8, 2, 2, 282, 282
6, 1, 6, 661, 661
9, 6, 1, 691, 691
7, 9, 2, 972, 972
9, 1, 5, 519, 519
8, 3, 6, 863, 863
5, 4, 3, 435, 435
8, 4, 1, 481, 481
7, 8, 8, 878, 878
8, 2, 7, 278, 278
7, 3, 7, 377, 377
9, 2, 1, 129, 129
1, 5, 3, 513, 513
6, 4, 2, 624, 624
4, 8, 3, 384, 384
1, 7, 3, 371, 371
4, 5, 8, 845, 845
1, 3, 5, 153, 153
1, 8, 5, 581, 581
5, 3, 4, 345, 345
4, 7, 9, 749, 749
6, 3, 9, 963, 963
9, 4, 2, 492, 492
9, 4, 2, 492, 492
3, 2, 1, 312, 312
2, 8, 6, 826, 826
9, 5, 5, 559, 559
5, 1, 3, 153, 153
7, 6, 5, 567, 567
3, 4, 9, 439, 439
5, 5, 8, 855, 855
2, 6, 5, 256, 256
2, 1, 9, 912, 912
5, 3, 2, 523, 523
8, 3, 4, 348, 348
3, 7, 4, 734, 734
5, 6, 3, 635, 635
9, 7, 3, 397, 397
6, 9, 2, 269, 269
1, 1, 4, 411, 411
3, 6, 9, 936, 936
1, 9, 1, 119, 119
5, 3, 7, 573, 573
1, 9, 3, 931, 931
8, 7, 7, 778, 778
9, 9, 3, 399, 399
8, 4, 6, 648, 648
5, 8, 7, 875, 875
1, 6, 8, 186, 186
9, 4, 8, 489, 489
3, 6, 1, 613, 613
9, 8, 3, 389, 389
6, 1, 5, 516, 516
4, 1, 6, 614, 614
7, 6, 1, 716, 716
7, 8, 1, 718, 718
5, 6, 8, 658, 658
5, 1, 8, 185, 185
6, 2, 5, 562, 562
5, 2, 8, 582, 582
3, 6, 4, 346, 346
7, 9, 3, 739, 739
9, 8, 6, 896, 896
1, 9, 7, 791, 791
1, 1, 8, 181, 181
7, 2, 1, 217, 217
3, 8, 9, 839, 839
1, 7, 2, 712, 712
2, 9, 1, 129, 129
3, 4, 1, 134, 134
7, 2, 5, 527, 527
1, 6, 7, 716, 716
9, 1, 3, 931, 931
2, 8, 5, 852, 852
2, 9, 1, 912, 912
7, 5, 8, 857, 857
1, 3, 5, 531, 531
5, 8, 4, 458, 458
7, 5, 9, 597, 597
7, 5, 2, 527, 527
1, 1, 8, 811, 811
9, 8, 7, 897, 897
5, 7, 5, 557, 557
8, 4, 5, 485, 485
5, 6, 2, 256, 256
9, 1, 9, 991, 991
4, 2, 4, 442, 442
9, 2, 1, 291, 291
4, 7, 2, 247, 247
2, 3, 8, 328, 328
2, 8, 7, 728, 728
4, 8, 5, 548, 548
5, 5, 2, 255, 255
8, 6, 1, 168, 168
9, 6, 7, 976, 976
2, 4, 3, 423, 423
6, 8, 8, 886, 886
6, 1, 6, 166, 166
2, 5, 5, 552, 552
1, 7, 2, 712, 712
9, 6, 5, 956, 956
6, 3, 6, 663, 663
2, 3, 2, 322, 322
1, 9, 1, 911, 911
5, 7, 4, 457, 457
6, 8, 3, 638, 638
1, 8, 6, 168, 168
8, 2, 6, 682, 682
2, 9, 3, 932, 932
1, 9, 8, 891, 891
8, 5, 4, 548, 548
8, 3, 1, 318, 318
5, 9, 8, 589, 589
1, 3, 5, 513, 513
3, 5, 5, 535, 535
8, 7, 8, 887, 887
3, 1, 3, 133, 133
7, 3, 4, 473, 473
1, 2, 8, 812, 812
7, 6, 4, 476, 476
2, 1, 7, 721, 721
8, 7, 1, 187, 187
2, 8, 7, 827, 827
9, 1, 2, 219, 219
7, 6, 7, 776, 776
6, 4, 7, 764, 764
7, 1, 1, 117, 117
1, 2, 7, 172, 172
1, 3, 7, 173, 173
4, 4, 5, 454, 454
4, 2, 1, 412, 412
3, 5, 7, 573, 573
2, 7, 7, 727, 727
6, 1, 1, 116, 116
7, 1, 6, 671, 671
5, 6, 8, 865, 865
6, 1, 4, 164, 164
2, 2, 3, 322, 322
6, 6, 3, 636, 636
5, 1, 9, 591, 591
1, 8, 8, 881, 881
2, 8, 2, 228, 228
1, 4, 4, 441, 441
1, 2, 1, 112, 112
4, 2, 1, 214, 214
3, 9, 4, 934, 934
1, 4, 9, 941, 941
3, 2, 8, 382, 382
2, 5, 6, 526, 526
8, 1, 4, 184, 184
4, 1, 7, 741, 741
4, 6, 9, 649, 649
1, 8, 2, 812, 812
8, 1, 4, 148, 148
5, 3, 1, 315, 315
5, 3, 5, 553, 553
5, 3, 4, 543, 543
4, 7, 3, 437, 437
3, 2, 1, 312, 312
3, 3, 2, 233, 233
9, 4, 4, 449, 449
3, 9, 4, 934, 934
7, 2, 7, 772, 772
5, 2, 8, 582, 582
9, 8, 6, 689, 689
9, 2, 1, 291, 291
5, 8, 2, 285, 285
6, 4, 9, 964, 964
2, 4, 5, 425, 425
9, 6, 7, 697, 697
4, 2, 7, 742, 742
8, 2, 8, 882, 882
4, 3, 1, 134, 134
4, 8, 3, 843, 843
2, 2, 5, 522, 522
2, 6, 5, 256, 256
9, 1, 3, 391, 391
9, 8, 7, 978, 978
5, 8, 2, 285, 285
6, 7, 2, 267, 267
6, 2, 7, 267, 267
9, 8, 4, 489, 489
4, 5, 3, 345, 345
4, 4, 5, 454, 454
4, 7, 1, 417, 417
1, 1, 2, 211, 211
2, 6, 7, 726, 726
4, 4, 5, 544, 544
7, 4, 8, 478, 478
5, 8, 3, 538, 538
4, 4, 2, 424, 424
8, 3, 5, 358, 358
3, 6, 4, 643, 643
1, 4, 4, 414, 414
6, 7, 1, 167, 167
4, 6, 2, 624, 624
5, 8, 4, 485, 485
9, 7, 1, 791, 791
2, 5, 3, 235, 235
9, 8, 2, 289, 289
7, 1, 1, 117, 117
9, 5, 4, 945, 945
1, 7, 3, 137, 137
3, 9, 7, 973, 973
8, 5, 1, 518, 518
1, 5, 6, 615, 615
2, 4, 6, 462, 462
5, 1, 6, 651, 651
2, 2, 3, 232, 232
3, 3, 6, 363, 363
9, 6, 8, 986, 986
1, 6, 9, 196, 196
1, 3, 7, 713, 713
6, 5, 3, 536, 536
1, 3, 6, 631, 631
3, 1, 9, 139, 139
2, 1, 7, 712, 712
8, 9, 7, 978, 978
5, 4, 2, 524, 524
7, 7, 2, 277, 277
1, 8, 4, 481, 481
2, 7, 2, 722, 722
9, 6, 7, 679, 679
4, 2, 7, 274, 274
6, 2, 5, 526, 526
5, 6, 1, 651, 651
6, 6, 8, 686, 686
3, 6, 4, 643, 643
1, 3, 1, 113, 113
9, 5, 8, 598, 598
5, 3, 5, 553, 553
6, 8, 4, 486, 486
7, 5, 3, 573, 573
9, 9, 8, 899, 899
4, 2, 3, 324, 324
6, 7, 4, 647, 647
4, 9, 2, 249, 249
6, 6, 5, 656, 656
9, 8, 1, 198, 198
5, 3, 2, 253, 253
5, 3, 8, 358, 358
2, 3, 2, 223, 223
6, 5, 9, 956, 956
5, 4, 2, 524, 524
6, 6, 2, 626, 626
5, 1, 8, 851, 851
4, 1, 1, 141, 141
1, 6, 8, 861, 861
2, 5, 6, 526, 526
1, 3, 9, 391, 391
5, 3, 6, 635, 635
8, 9, 8, 988, 988
1, 2, 9, 192, 192
5, 9, 9, 959, 959
9, 9, 1, 199, 199
5, 5, 1, 155, 155
1, 3, 6, 613, 613
8, 9, 4, 489, 489
9, 8, 2, 829, 829
6, 7, 8, 768, 768
6, 5, 9, 569, 569
2, 7, 6, 672, 672
9, 1, 5, 519, 519
1, 3, 8, 813, 813
4, 5, 5, 554, 554
3, 6, 6, 636, 636
2, 8, 8, 828, 828
4, 3, 3, 343, 343
5, 2, 7, 752, 752
9, 4, 8, 984, 984
7, 2, 3, 273, 273
4, 5, 3, 543, 543
4, 1, 5, 154, 154
